customer_id,total_orders,total_units,total_revenue,total_profit,first_order_date,last_order_date,aov,profit_margin,customer_type,recency,R_score,F_score,M_score,RFM_score,segment,activity_status
12799,2,6.0,13795.39,7449.53,2024-06-19,2025-12-03,6897.7,54.0,Repeat,29,5,2,1,521,New Customers,Active
12800,3,8.0,31462.379999999997,16182.07,2024-10-05,2025-03-08,10487.46,51.43,Repeat,299,2,3,2,232,At Risk,Inactive
12801,2,3.0,60061.74,33312.62,2024-03-24,2024-09-03,30030.87,55.46,Repeat,485,1,2,4,124,Lost Customers,Inactive
12802,3,5.0,6147.01,2772.48,2024-03-10,2025-11-18,2049.0,45.1,Repeat,44,5,3,1,531,Loyal Customers,Active
12803,3,6.0,46270.32,22223.34,2024-01-13,2025-09-01,15423.44,48.03,Repeat,122,3,3,3,333,Potential Loyalists,At Risk
12804,1,2.0,3912.1,1412.58,2024-11-01,2024-11-01,3912.1,36.11,One-time,426,1,1,1,111,Lost Customers,Inactive
12805,4,16.0,110812.1,50328.96,2024-01-05,2025-05-05,27703.02,45.42,Repeat,241,2,4,5,245,At Risk,Inactive
12806,2,2.0,7558.55,3982.6800000000003,2024-06-21,2025-12-02,3779.28,52.69,Repeat,30,5,2,1,521,New Customers,Active
12807,6,13.0,75121.14,36758.75,2024-04-20,2025-12-18,12520.19,48.93,Repeat,14,5,5,4,554,Champions,Active
12809,2,6.0,26670.57,11215.529999999999,2024-09-18,2024-10-14,13335.28,42.05,Repeat,444,1,2,2,122,Lost Customers,Inactive
12810,3,6.0,82373.91,38544.75,2024-10-22,2025-08-23,27457.97,46.79,Repeat,131,3,3,4,334,Potential Loyalists,At Risk
12811,4,8.0,68757.39,40157.97,2024-03-03,2025-08-16,17189.35,58.41,Repeat,138,3,4,4,344,Potential Loyalists,At Risk
12812,4,17.0,187415.55,89692.09,2025-01-16,2025-12-16,46853.89,47.86,Repeat,16,5,4,5,545,Champions,Active
12813,2,5.0,9300.16,3297.61,2024-11-15,2025-10-21,4650.08,35.46,Repeat,72,4,2,1,421,New Customers,Active
12814,2,4.0,34379.25,15126.75,2024-03-01,2025-12-06,17189.62,44.0,Repeat,26,5,2,3,523,New Customers,Active
12815,6,18.0,106370.85,48184.979999999996,2024-12-02,2025-10-22,17728.48,45.3,Repeat,71,4,5,5,455,Champions,Active
12816,1,2.0,8761.32,3848.2,2025-06-11,2025-06-11,8761.32,43.92,One-time,204,2,1,1,211,Lost Customers,Inactive
12817,4,6.0,13278.220000000001,5490.68,2024-03-21,2025-05-25,3319.56,41.35,Repeat,221,2,4,1,241,At Risk,Inactive
12818,1,2.0,47553.82,16434.9,2025-02-11,2025-02-11,47553.82,34.56,One-time,324,1,1,3,113,Lost Customers,Inactive
12819,2,9.0,24062.84,10795.210000000001,2024-02-15,2024-07-25,12031.42,44.86,Repeat,525,1,2,2,122,Lost Customers,Inactive
12820,4,6.0,16630.31,8410.3,2024-06-11,2025-01-24,4157.58,50.57,Repeat,342,1,4,2,142,At Risk,Inactive
12821,2,3.0,34430.72,15881.46,2025-02-21,2025-05-22,17215.36,46.13,Repeat,224,2,2,3,223,Lost Customers,Inactive
12822,3,6.0,119347.95000000001,60714.54,2024-02-14,2025-01-14,39782.65,50.87,Repeat,352,1,3,5,135,At Risk,Inactive
12824,3,6.0,42798.159999999996,12915.670000000002,2024-04-06,2025-06-12,14266.05,30.18,Repeat,203,2,3,3,233,At Risk,Inactive
12825,3,11.0,56836.96,25121.1,2024-03-29,2025-09-14,18945.65,44.2,Repeat,109,4,3,4,434,Loyal Customers,At Risk
12826,1,4.0,8530.3,2857.1800000000003,2024-12-05,2024-12-05,8530.3,33.49,One-time,392,1,1,1,111,Lost Customers,Inactive
12827,3,11.0,91669.95,42942.73,2024-02-15,2025-07-01,30556.65,46.84,Repeat,184,3,3,4,334,Potential Loyalists,Inactive
12828,2,5.0,14814.71,5519.74,2025-06-13,2025-10-25,7407.36,37.26,Repeat,68,4,2,2,422,New Customers,Active
12829,2,4.0,6330.15,2419.44,2024-07-11,2025-06-26,3165.08,38.22,Repeat,189,2,2,1,221,Lost Customers,Inactive
12830,1,1.0,11081.74,5480.69,2024-07-18,2024-07-18,11081.74,49.46,One-time,532,1,1,1,111,Lost Customers,Inactive
12831,3,11.0,29659.85,13739.27,2024-07-05,2025-05-22,9886.62,46.32,Repeat,224,2,3,2,232,At Risk,Inactive
12832,10,24.0,168052.02,81965.95000000001,2024-01-29,2025-12-24,16805.2,48.77,Repeat,8,5,5,5,555,Champions,Active
12833,2,7.0,46200.89,16410.91,2025-02-28,2025-05-12,23100.44,35.52,Repeat,234,2,2,3,223,Lost Customers,Inactive
12834,6,20.0,61063.18,27622.82,2024-02-12,2025-12-15,10177.2,45.24,Repeat,17,5,5,4,554,Champions,Active
12835,4,16.0,70365.85,33103.63,2024-07-03,2025-06-14,17591.46,47.05,Repeat,201,2,4,4,244,At Risk,Inactive
12836,6,16.0,99888.73,36598.54,2024-02-02,2025-12-05,16648.12,36.64,Repeat,27,5,5,5,555,Champions,Active
12837,3,8.0,39156.61,20509.25,2024-10-27,2025-05-20,13052.2,52.38,Repeat,226,2,3,3,233,At Risk,Inactive
12838,1,2.0,7710.8099999999995,3834.52,2024-10-20,2024-10-20,7710.81,49.73,One-time,438,1,1,1,111,Lost Customers,Inactive
12839,1,1.0,1277.1,744.88,2025-06-26,2025-06-26,1277.1,58.33,One-time,189,2,1,1,211,Lost Customers,Inactive
12840,5,8.0,18527.22,6583.09,2024-03-13,2025-06-30,3705.44,35.53,Repeat,185,3,4,2,342,Potential Loyalists,Inactive
12841,2,12.0,34635.729999999996,17271.510000000002,2024-06-09,2025-12-10,17317.86,49.87,Repeat,22,5,2,3,523,New Customers,Active
12842,6,23.0,159340.61000000002,56939.009999999995,2025-03-21,2025-12-25,26556.77,35.73,Repeat,7,5,5,5,555,Champions,Active
12843,6,14.0,47854.46,24283.9,2024-02-22,2025-10-06,7975.74,50.75,Repeat,87,4,5,3,453,Loyal Customers,Active
12844,2,8.0,85616.51,29928.42,2024-09-14,2024-10-21,42808.26,34.96,Repeat,437,1,2,4,124,Lost Customers,Inactive
12845,2,3.0,43579.81,24168.79,2024-04-06,2025-11-25,21789.9,55.46,Repeat,37,5,2,3,523,New Customers,Active
12846,5,17.0,291189.24,114249.20999999999,2024-02-02,2024-05-13,58237.85,39.24,Repeat,598,1,4,5,145,At Risk,Inactive
12847,4,10.0,23388.98,7965.179999999999,2024-08-06,2025-09-15,5847.24,34.06,Repeat,108,4,4,2,442,Loyal Customers,At Risk
12848,5,19.0,135483.56,55495.01,2024-01-20,2025-08-28,27096.71,40.96,Repeat,126,3,4,5,345,Potential Loyalists,At Risk
12849,6,10.0,33302.78,14045.550000000001,2024-05-21,2025-11-28,5550.46,42.18,Repeat,34,5,5,3,553,Loyal Customers,Active
12850,1,2.0,21375.98,7484.42,2025-11-03,2025-11-03,21375.98,35.01,One-time,59,4,1,2,412,New Customers,Active
12851,5,9.0,77004.2,31501.620000000003,2024-07-14,2025-08-21,15400.84,40.91,Repeat,133,3,4,4,344,Potential Loyalists,At Risk
12852,2,4.0,36544.26,17836.6,2024-07-21,2025-10-02,18272.13,48.81,Repeat,91,4,2,3,423,New Customers,At Risk
12853,4,10.0,49369.92,17519.43,2024-02-04,2025-12-03,12342.48,35.49,Repeat,29,5,4,3,543,Loyal Customers,Active
12854,2,9.0,20927.73,8543.91,2024-03-13,2025-01-04,10463.86,40.83,Repeat,362,1,2,2,122,Lost Customers,Inactive
12855,8,29.0,169093.17,65636.2,2024-01-07,2025-11-03,21136.65,38.82,Repeat,59,4,5,5,455,Champions,Active
12856,5,17.0,107659.11,44100.54,2024-01-02,2025-10-24,21531.82,40.96,Repeat,69,4,4,5,445,Champions,Active
12857,5,8.0,19977.59,6860.75,2024-03-19,2025-12-12,3995.52,34.34,Repeat,20,5,4,2,542,Loyal Customers,Active
12858,1,4.0,24953.010000000002,11387.75,2025-06-03,2025-06-03,24953.01,45.64,One-time,212,2,1,2,212,Lost Customers,Inactive
12859,3,12.0,92853.32,43709.69,2024-10-01,2025-09-06,30951.11,47.07,Repeat,117,3,3,4,334,Potential Loyalists,At Risk
12860,2,3.0,8578.26,3268.08,2024-08-31,2025-10-31,4289.13,38.1,Repeat,62,4,2,1,421,New Customers,Active
12861,2,5.0,135499.55,64215.3,2024-08-31,2025-09-25,67749.77,47.39,Repeat,98,4,2,5,425,New Customers,At Risk
12862,6,16.0,106555.77,50804.14,2024-06-05,2025-12-17,17759.3,47.68,Repeat,15,5,5,5,555,Champions,Active
12863,6,17.0,34860.58,13988.210000000001,2024-01-05,2025-11-12,5810.1,40.13,Repeat,50,4,5,3,453,Loyal Customers,Active
12864,5,22.0,173447.66999999998,74649.41,2024-07-19,2025-08-04,34689.53,43.04,Repeat,150,3,4,5,345,Potential Loyalists,At Risk
12866,2,4.0,4285.76,1720.73,2025-03-18,2025-09-26,2142.88,40.15,Repeat,97,4,2,1,421,New Customers,At Risk
12867,4,10.0,34303.71,15297.06,2024-03-06,2025-11-12,8575.93,44.59,Repeat,50,4,4,3,443,Loyal Customers,Active
12868,3,9.0,53662.02,29726.489999999998,2024-02-03,2024-10-30,17887.34,55.4,Repeat,428,1,3,3,133,At Risk,Inactive
12869,5,8.0,12015.41,5258.42,2024-12-31,2025-12-05,2403.08,43.76,Repeat,27,5,4,1,541,Loyal Customers,Active
12870,3,6.0,22839.690000000002,8250.130000000001,2024-02-04,2025-08-24,7613.23,36.12,Repeat,130,3,3,2,332,Potential Loyalists,At Risk
12871,3,9.0,257175.81,144773.07,2024-10-15,2025-08-10,85725.27,56.29,Repeat,144,3,3,5,335,Potential Loyalists,At Risk
12872,1,3.0,73479.99,43241.700000000004,2025-07-15,2025-07-15,73479.99,58.85,One-time,170,3,1,4,314,Potential Loyalists,At Risk
12873,4,10.0,72626.35,33362.51,2024-08-20,2025-09-06,18156.59,45.94,Repeat,117,3,4,4,344,Potential Loyalists,At Risk
12874,3,3.0,10735.68,4379.24,2024-05-02,2025-01-23,3578.56,40.79,Repeat,343,1,3,1,131,At Risk,Inactive
12875,5,16.0,70775.73999999999,31449.41,2024-01-20,2025-12-28,14155.15,44.44,Repeat,4,5,4,4,544,Champions,Active
12876,2,3.0,6349.9400000000005,2841.51,2024-04-04,2025-03-03,3174.97,44.75,Repeat,304,2,2,1,221,Lost Customers,Inactive
12877,5,16.0,27694.42,12434.539999999999,2024-08-30,2025-09-30,5538.88,44.9,Repeat,93,4,5,2,452,Loyal Customers,At Risk
12878,1,6.0,175959.45,80974.59,2025-04-23,2025-04-23,175959.45,46.02,One-time,253,2,1,5,215,Lost Customers,Inactive
12879,3,9.0,46046.090000000004,22534.84,2024-03-08,2024-09-15,15348.7,48.94,Repeat,473,1,3,3,133,At Risk,Inactive
12880,1,3.0,2203.47,976.52,2024-07-09,2024-07-09,2203.47,44.32,One-time,541,1,1,1,111,Lost Customers,Inactive
12881,4,8.0,22092.84,9066.39,2024-08-07,2025-11-22,5523.21,41.04,Repeat,40,5,4,2,542,Loyal Customers,Active
12882,1,1.0,3301.65,1300.49,2024-06-14,2024-06-14,3301.65,39.39,One-time,566,1,1,1,111,Lost Customers,Inactive
12883,4,8.0,36909.66,14555.36,2025-01-21,2025-10-22,9227.42,39.44,Repeat,71,4,4,3,443,Loyal Customers,Active
12884,6,16.0,98707.2,47702.21,2024-04-21,2025-11-27,16451.2,48.33,Repeat,35,5,5,5,555,Champions,Active
12885,4,12.0,239294.5,113425.31999999999,2024-04-23,2025-08-10,59823.62,47.4,Repeat,144,3,4,5,345,Potential Loyalists,At Risk
12886,2,2.0,7850.0,4005.16,2024-01-16,2025-12-22,3925.0,51.02,Repeat,10,5,2,1,521,New Customers,Active
12887,5,21.0,98509.89,45197.009999999995,2024-09-08,2025-07-30,19701.98,45.88,Repeat,155,3,5,5,355,Potential Loyalists,At Risk
12888,3,7.0,31392.08,15578.82,2024-01-29,2025-08-11,10464.03,49.63,Repeat,143,3,3,2,332,Potential Loyalists,At Risk
12889,3,18.0,146579.82,68052.92,2025-04-10,2025-08-02,48859.94,46.43,Repeat,152,3,3,5,335,Potential Loyalists,At Risk
12890,3,12.0,56623.88,24790.05,2024-01-04,2025-05-30,18874.63,43.78,Repeat,216,2,3,4,234,At Risk,Inactive
12891,8,19.0,41609.72,18097.23,2024-01-13,2025-08-31,5201.22,43.49,Repeat,123,3,5,3,353,Potential Loyalists,At Risk
12892,1,1.0,1164.92,524.96,2024-10-14,2024-10-14,1164.92,45.06,One-time,444,1,1,1,111,Lost Customers,Inactive
12893,3,5.0,30574.31,16447.8,2024-09-12,2025-06-18,10191.44,53.8,Repeat,197,2,3,2,232,At Risk,Inactive
12894,4,9.0,16105.76,6160.76,2024-07-02,2024-12-18,4026.44,38.25,Repeat,379,1,4,2,142,At Risk,Inactive
12895,7,25.0,171018.31,78271.82,2024-01-12,2025-12-15,24431.19,45.77,Repeat,17,5,5,5,555,Champions,Active
12897,2,11.0,76246.8,28061.35,2024-03-01,2025-11-21,38123.4,36.8,Repeat,41,5,2,4,524,New Customers,Active
12898,5,15.0,66926.51,30168.49,2024-04-16,2025-06-08,13385.3,45.08,Repeat,207,2,5,4,254,At Risk,Inactive
12899,1,1.0,1674.23,541.75,2025-08-14,2025-08-14,1674.23,32.36,One-time,140,3,1,1,311,Potential Loyalists,At Risk
12900,2,2.0,2246.25,911.46,2024-07-29,2025-06-09,1123.12,40.58,Repeat,206,2,2,1,221,Lost Customers,Inactive
12901,5,9.0,23932.48,10049.119999999999,2024-01-04,2025-12-13,4786.5,41.99,Repeat,19,5,5,2,552,Loyal Customers,Active
12902,3,5.0,78314.32,38956.39,2024-01-02,2025-01-09,26104.77,49.74,Repeat,357,1,3,4,134,At Risk,Inactive
12903,3,12.0,43116.45,20844.81,2024-10-02,2025-05-29,14372.15,48.35,Repeat,217,2,3,3,233,At Risk,Inactive
12904,5,9.0,11615.029999999999,4254.22,2024-12-11,2025-08-18,2323.01,36.63,Repeat,136,3,5,1,351,Potential Loyalists,At Risk
12905,5,18.0,64445.45,34594.72,2024-04-21,2025-07-24,12889.09,53.68,Repeat,161,3,5,4,354,Potential Loyalists,At Risk
12906,8,17.0,120284.13,43424.94,2024-04-16,2025-11-13,15035.52,36.1,Repeat,49,4,5,5,455,Champions,Active
12907,2,9.0,23598.019999999997,10752.060000000001,2024-09-12,2024-11-02,11799.01,45.56,Repeat,425,1,2,2,122,Lost Customers,Inactive
12908,4,6.0,19167.829999999998,8735.16,2024-04-26,2025-10-11,4791.96,45.57,Repeat,82,4,4,2,442,Loyal Customers,Active
12909,4,13.0,119383.14,26909.32,2024-04-15,2025-10-01,29845.78,22.54,Repeat,92,4,4,5,445,Champions,At Risk
12910,3,9.0,14459.73,7375.2,2025-05-17,2025-10-24,4819.91,51.01,Repeat,69,4,3,1,431,Loyal Customers,Active
12911,4,7.0,115714.72,49780.880000000005,2024-05-05,2025-06-29,28928.68,43.02,Repeat,186,2,4,5,245,At Risk,Inactive
12912,4,9.0,57907.27,31250.09,2025-06-08,2025-09-29,14476.82,53.97,Repeat,94,4,4,4,444,Champions,At Risk
12913,5,7.0,98427.33,38726.03,2024-01-30,2025-09-30,19685.47,39.34,Repeat,93,4,5,5,455,Champions,At Risk
12914,4,11.0,59655.61,29059.32,2024-08-19,2025-01-09,14913.9,48.71,Repeat,357,1,4,4,144,At Risk,Inactive
12915,5,17.0,32346.17,13926.73,2024-08-11,2025-09-15,6469.23,43.06,Repeat,108,4,5,2,452,Loyal Customers,At Risk
12916,3,6.0,14523.14,6025.32,2024-08-08,2025-10-14,4841.05,41.49,Repeat,79,4,3,1,431,Loyal Customers,Active
12917,4,11.0,142560.93,58168.78,2024-08-09,2025-12-17,35640.23,40.8,Repeat,15,5,4,5,545,Champions,Active
12918,2,3.0,16955.82,6853.35,2024-06-26,2024-09-11,8477.91,40.42,Repeat,477,1,2,2,122,Lost Customers,Inactive
12919,5,8.0,73757.67,35413.58,2024-08-20,2025-04-13,14751.53,48.01,Repeat,263,2,5,4,254,At Risk,Inactive
12920,2,4.0,7043.09,2676.41,2024-10-05,2025-11-14,3521.54,38.0,Repeat,48,5,2,1,521,New Customers,Active
12921,1,1.0,1420.83,741.54,2024-05-05,2024-05-05,1420.83,52.19,One-time,606,1,1,1,111,Lost Customers,Inactive
12922,4,10.0,149191.33000000002,63707.86,2025-01-11,2025-12-29,37297.83,42.7,Repeat,3,5,4,5,545,Champions,Active
12923,2,8.0,70636.18,26195.84,2024-06-11,2024-08-26,35318.09,37.09,Repeat,493,1,2,4,124,Lost Customers,Inactive
12924,2,10.0,111018.86000000002,23378.62,2024-01-31,2025-07-03,55509.43,21.06,Repeat,182,3,2,5,325,Potential Loyalists,Inactive
12925,5,15.0,106881.9,51202.94,2024-07-21,2025-11-15,21376.38,47.91,Repeat,47,5,5,5,555,Champions,Active
12926,3,7.0,27652.95,14368.97,2024-03-27,2024-05-10,9217.65,51.96,Repeat,601,1,3,2,132,At Risk,Inactive
12927,3,10.0,96244.31,38744.619999999995,2024-11-09,2025-10-20,32081.44,40.26,Repeat,73,4,3,4,434,Loyal Customers,Active
12928,3,12.0,45129.59,20525.06,2025-01-25,2025-10-26,15043.2,45.48,Repeat,67,4,3,3,433,Loyal Customers,Active
12929,1,1.0,7867.29,3813.29,2025-01-19,2025-01-19,7867.29,48.47,One-time,347,1,1,1,111,Lost Customers,Inactive
12930,6,12.0,159135.59,75982.23,2024-02-15,2025-10-11,26522.6,47.75,Repeat,82,4,5,5,455,Champions,Active
12931,5,20.0,66252.79,27406.39,2024-02-06,2025-11-11,13250.56,41.37,Repeat,51,4,5,4,454,Champions,Active
12932,4,7.0,36498.58,16691.739999999998,2024-03-09,2025-12-05,9124.64,45.73,Repeat,27,5,4,3,543,Loyal Customers,Active
12933,4,7.0,44000.61,22217.89,2024-10-25,2025-08-21,11000.15,50.49,Repeat,133,3,4,3,343,Potential Loyalists,At Risk
12934,5,9.0,52535.66,25327.72,2024-11-29,2025-06-19,10507.13,48.21,Repeat,196,2,5,3,253,At Risk,Inactive
12935,2,4.0,13361.220000000001,5887.72,2025-01-02,2025-11-10,6680.61,44.07,Repeat,52,4,2,1,421,New Customers,Active
12936,4,12.0,54865.75,28493.6,2024-04-14,2025-05-09,13716.44,51.93,Repeat,237,2,4,3,243,At Risk,Inactive
12937,3,14.0,93788.63,45490.55,2024-03-04,2025-03-13,31262.88,48.5,Repeat,294,2,3,4,234,At Risk,Inactive
12938,5,16.0,187365.30000000002,87848.99,2024-08-28,2025-12-29,37473.06,46.89,Repeat,3,5,5,5,555,Champions,Active
12939,2,2.0,8081.53,4287.95,2024-02-11,2024-03-13,4040.76,53.06,Repeat,659,1,2,1,121,Lost Customers,Inactive
12940,2,10.0,49040.950000000004,22296.78,2024-04-26,2025-10-15,24520.48,45.47,Repeat,78,4,2,3,423,New Customers,Active
12941,3,10.0,31732.6,13514.689999999999,2024-10-14,2025-03-14,10577.53,42.59,Repeat,293,2,3,2,232,At Risk,Inactive
12942,4,10.0,18617.05,8772.86,2024-01-04,2025-11-25,4654.26,47.12,Repeat,37,5,4,2,542,Loyal Customers,Active
12943,4,9.0,78846.06,37035.020000000004,2024-07-19,2025-05-27,19711.52,46.97,Repeat,219,2,4,4,244,At Risk,Inactive
12944,3,6.0,12624.9,6161.299999999999,2024-02-24,2024-07-27,4208.3,48.8,Repeat,523,1,3,1,131,At Risk,Inactive
12945,3,11.0,45591.46,19501.28,2025-01-29,2025-05-18,15197.15,42.77,Repeat,228,2,3,3,233,At Risk,Inactive
12946,3,10.0,48918.52,23155.98,2024-02-21,2024-12-28,16306.17,47.34,Repeat,369,1,3,3,133,At Risk,Inactive
12947,3,6.0,130017.01,62670.7,2024-04-04,2025-06-08,43339.0,48.2,Repeat,207,2,3,5,235,At Risk,Inactive
12948,4,10.0,92225.96,42736.32,2024-08-27,2025-11-14,23056.49,46.34,Repeat,48,5,4,4,544,Champions,Active
12949,1,2.0,5830.34,3048.82,2024-10-14,2024-10-14,5830.34,52.29,One-time,444,1,1,1,111,Lost Customers,Inactive
12950,2,6.0,39147.26,18831.149999999998,2024-05-26,2025-04-04,19573.63,48.1,Repeat,272,2,2,3,223,Lost Customers,Inactive
12951,3,14.0,68979.75,23821.96,2024-06-18,2025-07-17,22993.25,34.53,Repeat,168,3,3,4,334,Potential Loyalists,At Risk
12952,2,9.0,66876.67,37771.64,2025-04-01,2025-04-07,33438.34,56.48,Repeat,269,2,2,4,224,Lost Customers,Inactive
12953,8,23.0,125079.29,57660.83,2024-05-30,2025-12-23,15634.91,46.1,Repeat,9,5,5,5,555,Champions,Active
12954,4,12.0,40252.549999999996,16258.130000000001,2024-05-03,2025-03-08,10063.14,40.39,Repeat,299,2,4,3,243,At Risk,Inactive
12955,3,12.0,85317.07,46495.89,2024-01-07,2024-05-22,28439.02,54.5,Repeat,589,1,3,4,134,At Risk,Inactive
12956,4,9.0,27203.87,11249.13,2024-08-22,2025-08-07,6800.97,41.35,Repeat,147,3,4,2,342,Potential Loyalists,At Risk
12957,4,17.0,136028.16,49545.54,2024-06-18,2025-06-02,34007.04,36.42,Repeat,213,2,4,5,245,At Risk,Inactive
12958,2,3.0,5146.45,1954.22,2025-01-24,2025-05-01,2573.22,37.97,Repeat,245,2,2,1,221,Lost Customers,Inactive
12959,3,10.0,113601.69,54820.49999999999,2025-03-28,2025-10-29,37867.23,48.26,Repeat,64,4,3,5,435,Loyal Customers,Active
12960,8,26.0,90525.12,45232.36,2024-01-19,2025-11-12,11315.64,49.97,Repeat,50,4,5,4,454,Champions,Active
12961,4,8.0,20442.73,8862.66,2024-03-12,2025-07-06,5110.68,43.35,Repeat,179,3,4,2,342,Potential Loyalists,At Risk
12962,7,24.0,245130.93,111588.15999999999,2024-01-16,2025-09-19,35018.7,45.52,Repeat,104,4,5,5,455,Champions,At Risk
12963,2,4.0,13729.65,3593.52,2024-03-21,2025-01-13,6864.82,26.17,Repeat,353,1,2,1,121,Lost Customers,Inactive
12964,2,10.0,87745.53,30894.68,2024-01-28,2025-07-19,43872.76,35.21,Repeat,166,3,2,4,324,Potential Loyalists,At Risk
12965,4,11.0,25754.59,11912.43,2024-10-06,2025-02-12,6438.65,46.25,Repeat,323,1,4,2,142,At Risk,Inactive
12966,2,10.0,29386.82,12165.57,2025-02-02,2025-11-16,14693.41,41.4,Repeat,46,5,2,2,522,New Customers,Active
12967,3,8.0,36802.82,13729.83,2024-05-09,2024-10-19,12267.61,37.31,Repeat,439,1,3,3,133,At Risk,Inactive
12968,5,15.0,61620.29,28653.949999999997,2024-01-29,2025-05-01,12324.06,46.5,Repeat,245,2,5,4,254,At Risk,Inactive
12970,2,3.0,16022.01,8104.21,2025-03-17,2025-12-26,8011.0,50.58,Repeat,6,5,2,2,522,New Customers,Active
12971,3,13.0,50458.52,17625.88,2024-08-31,2024-12-10,16819.51,34.93,Repeat,387,1,3,3,133,At Risk,Inactive
12972,3,11.0,104620.64,40951.6,2024-05-03,2025-03-11,34873.55,39.14,Repeat,296,2,3,5,235,At Risk,Inactive
12973,6,9.0,41134.82,17341.5,2024-01-07,2025-12-01,6855.8,42.16,Repeat,31,5,5,3,553,Loyal Customers,Active
12974,4,6.0,46084.12,19647.13,2025-02-14,2025-11-18,11521.03,42.63,Repeat,44,5,4,3,543,Loyal Customers,Active
12976,2,8.0,16267.140000000001,4772.71,2024-07-05,2025-01-04,8133.57,29.34,Repeat,362,1,2,2,122,Lost Customers,Inactive
12977,5,9.0,51749.689999999995,28518.170000000002,2024-03-29,2025-11-09,10349.94,55.11,Repeat,53,4,5,3,453,Loyal Customers,Active
12979,3,9.0,61406.99,30564.97,2024-01-30,2025-10-31,20469.0,49.77,Repeat,62,4,3,4,434,Loyal Customers,Active
12981,4,10.0,46770.68,21476.35,2024-05-24,2025-09-03,11692.67,45.92,Repeat,120,3,4,3,343,Potential Loyalists,At Risk
12982,4,11.0,31736.07,14519.95,2024-06-10,2024-11-23,7934.02,45.75,Repeat,404,1,4,2,142,At Risk,Inactive
12983,2,2.0,38023.729999999996,12245.27,2024-05-08,2025-03-12,19011.86,32.2,Repeat,295,2,2,3,223,Lost Customers,Inactive
12984,3,5.0,18141.57,7664.81,2024-09-03,2025-08-21,6047.19,42.25,Repeat,133,3,3,2,332,Potential Loyalists,At Risk
12985,2,8.0,57997.94,21441.660000000003,2024-10-31,2025-01-26,28998.97,36.97,Repeat,340,1,2,4,124,Lost Customers,Inactive
12986,2,7.0,17530.510000000002,7840.2,2025-03-30,2025-12-17,8765.26,44.72,Repeat,15,5,2,2,522,New Customers,Active
12987,1,2.0,1002.96,593.72,2024-06-04,2024-06-04,1002.96,59.2,One-time,576,1,1,1,111,Lost Customers,Inactive
12988,6,17.0,70126.79,31749.12,2024-02-06,2025-12-07,11687.8,45.27,Repeat,25,5,5,4,554,Champions,Active
12989,1,1.0,66361.9,25787.85,2025-02-10,2025-02-10,66361.9,38.86,One-time,325,1,1,4,114,Lost Customers,Inactive
12990,5,13.0,267601.02,103134.28,2024-04-30,2025-02-11,53520.2,38.54,Repeat,324,1,5,5,155,At Risk,Inactive
12991,3,6.0,24338.670000000002,8888.41,2024-09-06,2025-02-07,8112.89,36.52,Repeat,328,1,3,2,132,At Risk,Inactive
12992,2,9.0,41216.100000000006,19806.629999999997,2024-04-03,2024-06-16,20608.05,48.06,Repeat,564,1,2,3,123,Lost Customers,Inactive
12993,4,17.0,45754.04,21185.059999999998,2024-01-20,2025-10-27,11438.51,46.3,Repeat,66,4,4,3,443,Loyal Customers,Active
12994,6,14.0,218264.79,71039.3,2024-06-14,2025-08-10,36377.47,32.55,Repeat,144,3,5,5,355,Potential Loyalists,At Risk
12995,3,6.0,23931.75,10814.02,2025-06-25,2025-08-20,7977.25,45.19,Repeat,134,3,3,2,332,Potential Loyalists,At Risk
12996,1,1.0,435.85,123.21,2024-02-01,2024-02-01,435.85,28.27,One-time,700,1,1,1,111,Lost Customers,Inactive
12997,2,2.0,7997.72,4799.54,2025-12-17,2025-12-27,3998.86,60.01,Repeat,5,5,2,1,521,New Customers,Active
12998,6,13.0,24990.129999999997,11462.49,2024-02-28,2025-08-28,4165.02,45.87,Repeat,126,3,5,2,352,Potential Loyalists,At Risk
12999,2,2.0,9441.009999999998,3335.4700000000003,2025-09-02,2025-11-12,4720.5,35.33,Repeat,50,4,2,1,421,New Customers,Active
13000,5,21.0,136020.97999999998,65989.86,2024-03-17,2025-12-01,27204.2,48.51,Repeat,31,5,5,5,555,Champions,Active
13001,1,1.0,3838.74,1460.74,2025-03-04,2025-03-04,3838.74,38.05,One-time,303,2,1,1,211,Lost Customers,Inactive
13002,3,7.0,274775.83999999997,131352.49,2024-04-06,2024-08-25,91591.95,47.8,Repeat,494,1,3,5,135,At Risk,Inactive
13003,4,8.0,61921.5,17760.74,2024-03-25,2025-11-26,15480.38,28.68,Repeat,36,5,4,4,544,Champions,Active
13004,5,9.0,52917.42,23223.58,2024-03-02,2025-07-24,10583.48,43.89,Repeat,161,3,5,3,353,Potential Loyalists,At Risk
13005,7,22.0,205518.18,85283.26,2024-01-04,2025-05-01,29359.74,41.5,Repeat,245,2,5,5,255,At Risk,Inactive
13006,4,8.0,63702.049999999996,24674.920000000002,2024-10-13,2025-12-31,15925.51,38.73,Repeat,1,5,4,4,544,Champions,Active
13007,6,12.0,51808.82,22235.55,2024-02-19,2025-11-09,8634.8,42.92,Repeat,53,4,5,3,453,Loyal Customers,Active
13008,3,17.0,162507.11000000002,90949.15999999999,2024-02-23,2025-12-03,54169.04,55.97,Repeat,29,5,3,5,535,Loyal Customers,Active
