order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,net_amount,cost_amount,customer_id,order_date,sales_channel,order_status,product_name,category,subcategory,revenue,profit,profit_margin,revenue_difference
912722,506435,20110,1.0,27669.14,13251.38,5,27669.14,1383.46,26285.68,13251.38,14664,2024-11-01,Organic,Delivered,Mouse 20110,Electronics,Mouse,26285.68,13034.3,49.59,0.0
912723,506436,20173,1.0,655.41,315.56,10,655.41,65.54,589.87,315.56,14153,2025-09-11,Organic,Delivered,Football 20173,Sports,Football,589.87,274.31,46.5,0.0
912724,506437,20167,1.0,57110.65,29675.06,25,57110.65,14277.66,42832.99,29675.06,13671,2025-11-02,Direct,Delivered,Mouse 20167,Electronics,Mouse,42832.99,13157.93,30.72,0.0
912725,506437,20169,1.0,429.83,219.43,10,429.83,42.98,386.85,219.43,13671,2025-11-02,Direct,Delivered,Chair 20169,Home,Chair,386.85,167.42,43.28,0.0
912726,506438,20046,2.0,1009.74,517.33,5,2019.48,100.97,1918.51,1034.66,11367,2025-09-25,Email,Delivered,Perfume 20046,Beauty,Perfume,1918.51,883.85,46.07,0.0
912727,506438,20150,2.0,7123.14,3165.89,15,14246.28,2136.94,12109.34,6331.78,11367,2025-09-25,Email,Delivered,Bedsheet 20150,Home,Bedsheet,12109.34,5777.56,47.71,0.0
912728,506439,20249,2.0,20488.43,10610.18,10,40976.86,4097.69,36879.17,21220.36,12890,2024-01-04,Paid Search,Delivered,Mouse 20249,Electronics,Mouse,36879.17,15658.81,42.46,0.0
912729,506439,20160,1.0,3652.46,2207.0,5,3652.46,182.62,3469.84,2207.0,12890,2024-01-04,Paid Search,Delivered,Cushion 20160,Home,Cushion,3469.84,1262.84,36.39,0.0
912730,506439,20234,2.0,616.51,221.5,10,1233.02,123.3,1109.72,443.0,12890,2024-01-04,Paid Search,Delivered,Badminton Racket 20234,Sports,Badminton Racket,1109.72,666.72,60.08,0.0
912731,506440,20209,1.0,7771.74,4696.59,5,7771.74,388.59,7383.15,4696.59,10560,2024-03-13,Social,Delivered,Badminton Racket 20209,Sports,Badminton Racket,7383.15,2686.56,36.39,0.0
912732,506441,20187,1.0,3068.6,1390.76,5,3068.6,153.43,2915.17,1390.76,14620,2025-06-14,Email,Delivered,Cushion 20187,Home,Cushion,2915.17,1524.41,52.29,0.0
912733,506442,20094,1.0,1174.21,661.48,20,1174.21,234.84,939.37,661.48,10933,2024-10-06,Social,Delivered,Smartphone 20094,Electronics,Smartphone,939.37,277.89,29.58,0.0
912734,506443,20086,2.0,1750.18,990.74,10,3500.36,350.04,3150.32,1981.48,11193,2024-04-26,Email,Delivered,Dress 20086,Fashion,Dress,3150.32,1168.84,37.1,0.0
912735,506443,20239,1.0,29037.02,11401.1,15,29037.02,4355.55,24681.47,11401.1,11193,2024-04-26,Email,Delivered,Mouse 20239,Electronics,Mouse,24681.47,13280.37,53.81,0.0
912737,506445,20095,1.0,34386.07,12126.54,5,34386.07,1719.3,32666.77,12126.54,10609,2024-09-16,Organic,Delivered,Smartphone 20095,Electronics,Smartphone,32666.77,20540.23,62.88,0.0
912738,506445,20131,1.0,4823.66,1816.91,20,4823.66,964.73,3858.93,1816.91,10609,2024-09-16,Organic,Delivered,Cookware 20131,Home,Cookware,3858.93,2042.02,52.92,0.0
912739,506445,20084,1.0,1515.77,816.64,20,1515.77,303.15,1212.62,816.64,10609,2024-09-16,Organic,Delivered,Keyboard 20084,Electronics,Keyboard,1212.62,395.98,32.65,0.0
912740,506446,20188,1.0,1301.72,615.08,0,1301.72,0.0,1301.72,615.08,12734,2025-11-02,Paid Search,Delivered,Storage Box 20188,Home,Storage Box,1301.72,686.64,52.75,0.0
912741,506447,20133,2.0,1863.13,1176.7,0,3726.26,0.0,3726.26,2353.4,12873,2025-02-25,Paid Search,Delivered,Face Wash 20133,Beauty,Face Wash,3726.26,1372.86,36.84,0.0
912742,506448,20110,1.0,27669.14,13251.38,10,27669.14,2766.91,24902.23,13251.38,11096,2024-06-23,Affiliate,Delivered,Mouse 20110,Electronics,Mouse,24902.23,11650.85,46.79,0.0
912743,506449,20023,1.0,1420.83,679.29,10,1420.83,142.08,1278.75,679.29,11949,2025-11-14,Affiliate,Delivered,Lamp 20023,Home,Lamp,1278.75,599.46,46.88,0.0
912744,506450,20123,3.0,846.18,317.31,0,2538.54,0.0,2538.54,951.93,13930,2025-03-14,Affiliate,Delivered,Face Wash 20123,Beauty,Face Wash,2538.54,1586.61,62.5,0.0
912745,506450,20216,2.0,28204.64,12271.06,10,56409.28,5640.93,50768.35,24542.12,13930,2025-03-14,Affiliate,Delivered,Keyboard 20216,Electronics,Keyboard,50768.35,26226.23,51.66,0.0
912746,506451,20189,1.0,497.27,254.23,20,497.27,99.45,397.82,254.23,13558,2024-08-04,Paid Search,Delivered,Shampoo 20189,Beauty,Shampoo,397.82,143.59,36.09,0.0
912747,506451,20115,1.0,3585.93,1528.09,20,3585.93,717.19,2868.74,1528.09,13558,2024-08-04,Paid Search,Delivered,Sneakers 20115,Fashion,Sneakers,2868.74,1340.65,46.73,0.0
912748,506451,20106,1.0,5100.65,2361.04,15,5100.65,765.1,4335.55,2361.04,13558,2024-08-04,Paid Search,Delivered,Sneakers 20106,Fashion,Sneakers,4335.55,1974.51,45.54,0.0
912749,506451,20004,2.0,10687.99,6945.78,20,21375.98,4275.2,17100.78,13891.56,13558,2024-08-04,Paid Search,Delivered,Yoga Mat 20004,Sports,Yoga Mat,17100.78,3209.22,18.77,0.0
912750,506452,20191,1.0,16000.09,6354.85,0,16000.09,0.0,16000.09,6354.85,12936,2024-04-14,Social,Delivered,Headphones 20191,Electronics,Headphones,16000.09,9645.24,60.28,0.0
912751,506452,20198,1.0,4380.66,2456.56,10,4380.66,438.07,3942.59,2456.56,12936,2024-04-14,Social,Delivered,Headphones 20198,Electronics,Headphones,3942.59,1486.03,37.69,0.0
912752,506453,20171,1.0,549.39,355.49,0,549.39,0.0,549.39,355.49,12720,2025-02-09,Email,Delivered,Shampoo 20171,Beauty,Shampoo,549.39,193.9,35.29,0.0
912753,506453,20059,2.0,1423.46,776.46,20,2846.92,569.38,2277.54,1552.92,12720,2025-02-09,Email,Delivered,Backpack 20059,Fashion,Backpack,2277.54,724.62,31.82,0.0
912754,506453,20149,1.0,1689.82,893.0,0,1689.82,0.0,1689.82,893.0,12720,2025-02-09,Email,Delivered,Serum 20149,Beauty,Serum,1689.82,796.82,47.15,0.0
912755,506454,20155,3.0,9423.58,4590.27,20,28270.74,5654.15,22616.59,13770.81,11837,2025-06-30,Paid Search,Delivered,Badminton Racket 20155,Sports,Badminton Racket,22616.59,8845.78,39.11,0.0
912756,506455,20094,2.0,1174.21,661.48,25,2348.42,587.1,1761.32,1322.96,13118,2025-09-03,Direct,Delivered,Smartphone 20094,Electronics,Smartphone,1761.32,438.36,24.89,0.0
912757,506456,20230,1.0,4929.39,1876.99,10,4929.39,492.94,4436.45,1876.99,10092,2024-04-03,Paid Search,Delivered,Sneakers 20230,Fashion,Sneakers,4436.45,2559.46,57.69,0.0
912758,506456,20188,4.0,1301.72,615.08,15,5206.88,781.03,4425.85,2460.32,10092,2024-04-03,Paid Search,Delivered,Storage Box 20188,Home,Storage Box,4425.85,1965.53,44.41,0.0
912759,506456,20080,1.0,3178.09,1633.33,0,3178.09,0.0,3178.09,1633.33,10092,2024-04-03,Paid Search,Delivered,Moisturizer 20080,Beauty,Moisturizer,3178.09,1544.76,48.61,0.0
912760,506456,20167,1.0,57110.65,29675.06,5,57110.65,2855.53,54255.12,29675.06,10092,2024-04-03,Paid Search,Delivered,Mouse 20167,Electronics,Mouse,54255.12,24580.06,45.3,0.0
912761,506457,20029,1.0,4040.78,2378.0,20,4040.78,808.16,3232.62,2378.0,10352,2024-11-11,Social,Delivered,Monitor 20029,Electronics,Monitor,3232.62,854.62,26.44,0.0
912762,506458,20202,1.0,11129.06,5688.47,20,11129.06,2225.81,8903.25,5688.47,13914,2025-12-31,Affiliate,Delivered,Cookware 20202,Home,Cookware,8903.25,3214.78,36.11,0.0
912763,506458,20040,1.0,1405.02,606.34,15,1405.02,210.75,1194.27,606.34,13914,2025-12-31,Affiliate,Delivered,Running Shoes 20040,Sports,Running Shoes,1194.27,587.93,49.23,0.0
912764,506459,20098,2.0,3753.6,2182.25,20,7507.2,1501.44,6005.76,4364.5,10872,2025-04-28,Affiliate,Delivered,Cookware 20098,Home,Cookware,6005.76,1641.26,27.33,0.0
912765,506459,20224,1.0,6470.02,3499.95,0,6470.02,0.0,6470.02,3499.95,10872,2025-04-28,Affiliate,Delivered,Chair 20224,Home,Chair,6470.02,2970.07,45.91,0.0
912766,506459,20067,1.0,355.37,156.32,20,355.37,71.07,284.3,156.32,10872,2025-04-28,Affiliate,Delivered,Storage Box 20067,Home,Storage Box,284.3,127.98,45.02,0.0
912767,506460,20113,4.0,1643.54,897.05,25,6574.16,1643.54,4930.62,3588.2,13588,2024-03-08,Social,Delivered,Perfume 20113,Beauty,Perfume,4930.62,1342.42,27.23,0.0
912768,506460,20008,1.0,7931.3,3163.37,15,7931.3,1189.7,6741.6,3163.37,13588,2024-03-08,Social,Delivered,Storage Box 20008,Home,Storage Box,6741.6,3578.23,53.08,0.0
912769,506461,20032,1.0,421.54,251.42,20,421.54,84.31,337.23,251.42,10081,2025-11-01,Paid Search,Delivered,Dress 20032,Fashion,Dress,337.23,85.81,25.45,0.0
912770,506462,20136,1.0,8336.97,3996.04,10,8336.97,833.7,7503.27,3996.04,11311,2025-05-15,Email,Delivered,Cookware 20136,Home,Cookware,7503.27,3507.23,46.74,0.0
912771,506463,20187,1.0,3068.6,1390.76,15,3068.6,460.29,2608.31,1390.76,14691,2024-12-02,Paid Search,Delivered,Cushion 20187,Home,Cushion,2608.31,1217.55,46.68,0.0
912772,506463,20190,1.0,7142.06,3397.58,5,7142.06,357.1,6784.96,3397.58,14691,2024-12-02,Paid Search,Delivered,Football 20190,Sports,Football,6784.96,3387.38,49.92,0.0
912773,506463,20193,1.0,732.73,354.9,10,732.73,73.27,659.46,354.9,14691,2024-12-02,Paid Search,Delivered,Dumbbells 20193,Sports,Dumbbells,659.46,304.56,46.18,0.0
912774,506464,20162,2.0,10460.54,5750.64,15,20921.08,3138.16,17782.92,11501.28,11329,2025-07-22,Social,Delivered,Mouse 20162,Electronics,Mouse,17782.92,6281.64,35.32,0.0
912775,506465,20242,1.0,856.35,484.3,0,856.35,0.0,856.35,484.3,14914,2025-04-18,Affiliate,Delivered,Keyboard 20242,Electronics,Keyboard,856.35,372.05,43.45,0.0
912776,506465,20172,2.0,534.01,205.89,5,1068.02,53.4,1014.62,411.78,14914,2025-04-18,Affiliate,Delivered,Dumbbells 20172,Sports,Dumbbells,1014.62,602.84,59.42,0.0
912777,506466,20199,1.0,648.46,325.89,0,648.46,0.0,648.46,325.89,11358,2024-07-07,Organic,Delivered,Moisturizer 20199,Beauty,Moisturizer,648.46,322.57,49.74,0.0
912778,506467,20079,1.0,1977.23,932.71,10,1977.23,197.72,1779.51,932.71,13181,2025-08-05,Email,Delivered,Monitor 20079,Electronics,Monitor,1779.51,846.8,47.59,0.0
912779,506467,20081,1.0,1102.66,531.45,15,1102.66,165.4,937.26,531.45,13181,2025-08-05,Email,Delivered,Badminton Racket 20081,Sports,Badminton Racket,937.26,405.81,43.3,0.0
912780,506468,20242,2.0,856.35,484.3,0,1712.7,0.0,1712.7,968.6,13353,2024-07-05,Organic,Delivered,Keyboard 20242,Electronics,Keyboard,1712.7,744.1,43.45,0.0
912781,506469,20051,3.0,695.77,441.02,10,2087.31,208.73,1878.58,1323.06,13169,2024-06-16,Affiliate,Delivered,Serum 20051,Beauty,Serum,1878.58,555.52,29.57,0.0
912782,506469,20006,2.0,66361.9,40574.05,0,132723.8,0.0,132723.8,81148.1,13169,2024-06-16,Affiliate,Delivered,Monitor 20006,Electronics,Monitor,132723.8,51575.7,38.86,0.0
912783,506469,20109,1.0,9975.97,3938.22,5,9975.97,498.8,9477.17,3938.22,13169,2024-06-16,Affiliate,Delivered,Chair 20109,Home,Chair,9477.17,5538.95,58.45,0.0
912784,506470,20024,1.0,5806.29,3085.88,20,5806.29,1161.26,4645.03,3085.88,11471,2025-03-11,Organic,Delivered,Backpack 20024,Fashion,Backpack,4645.03,1559.15,33.57,0.0
912785,506471,20062,1.0,305.94,136.42,5,305.94,15.3,290.64,136.42,13795,2024-01-14,Social,Delivered,Serum 20062,Beauty,Serum,290.64,154.22,53.06,0.0
912786,506471,20191,1.0,16000.09,6354.85,15,16000.09,2400.01,13600.08,6354.85,13795,2024-01-14,Social,Delivered,Headphones 20191,Electronics,Headphones,13600.08,7245.23,53.27,0.0
912787,506472,20123,3.0,846.18,317.31,10,2538.54,253.85,2284.69,951.93,11552,2025-04-05,Paid Search,Delivered,Face Wash 20123,Beauty,Face Wash,2284.69,1332.76,58.33,0.0
912788,506472,20067,1.0,355.37,156.32,20,355.37,71.07,284.3,156.32,11552,2025-04-05,Paid Search,Delivered,Storage Box 20067,Home,Storage Box,284.3,127.98,45.02,0.0
912789,506472,20061,1.0,1419.98,624.9,15,1419.98,213.0,1206.98,624.9,11552,2025-04-05,Paid Search,Delivered,Face Wash 20061,Beauty,Face Wash,1206.98,582.08,48.23,0.0
912790,506472,20043,1.0,506.86,295.74,5,506.86,25.34,481.52,295.74,11552,2025-04-05,Paid Search,Delivered,Sneakers 20043,Fashion,Sneakers,481.52,185.78,38.58,0.0
912791,506472,20131,2.0,4823.66,1816.91,0,9647.32,0.0,9647.32,3633.82,11552,2025-04-05,Paid Search,Delivered,Cookware 20131,Home,Cookware,9647.32,6013.5,62.33,0.0
912792,506473,20089,1.0,6296.83,2350.0,20,6296.83,1259.37,5037.46,2350.0,14072,2025-02-06,Paid Search,Delivered,Dress 20089,Fashion,Dress,5037.46,2687.46,53.35,0.0
912793,506474,20142,1.0,7561.58,2883.07,5,7561.58,378.08,7183.5,2883.07,11884,2025-06-10,Email,Delivered,Cushion 20142,Home,Cushion,7183.5,4300.43,59.87,0.0
912794,506474,20003,1.0,2966.78,1197.73,15,2966.78,445.02,2521.76,1197.73,11884,2025-06-10,Email,Delivered,Perfume 20003,Beauty,Perfume,2521.76,1324.03,52.5,0.0
912795,506475,20156,1.0,1052.52,389.44,5,1052.52,52.63,999.89,389.44,14185,2024-04-26,Paid Search,Delivered,Keyboard 20156,Electronics,Keyboard,999.89,610.45,61.05,0.0
912796,506476,20146,1.0,3765.71,2293.07,0,3765.71,0.0,3765.71,2293.07,14902,2025-02-28,Social,Delivered,Lamp 20146,Home,Lamp,3765.71,1472.64,39.11,0.0
912797,506476,20233,3.0,37480.36,23462.2,15,112441.08,16866.16,95574.92,70386.6,14902,2025-02-28,Social,Delivered,Mouse 20233,Electronics,Mouse,95574.92,25188.32,26.35,0.0
912798,506477,20112,1.0,1872.46,1089.62,10,1872.46,187.25,1685.21,1089.62,13775,2024-11-18,Direct,Delivered,Laptop 20112,Electronics,Laptop,1685.21,595.59,35.34,0.0
912799,506478,20062,1.0,305.94,136.42,5,305.94,15.3,290.64,136.42,12301,2024-05-07,Organic,Delivered,Serum 20062,Beauty,Serum,290.64,154.22,53.06,0.0
912800,506478,20053,2.0,1726.42,1063.45,0,3452.84,0.0,3452.84,2126.9,12301,2024-05-07,Organic,Delivered,Badminton Racket 20053,Sports,Badminton Racket,3452.84,1325.94,38.4,0.0
912801,506479,20098,1.0,3753.6,2182.25,10,3753.6,375.36,3378.24,2182.25,12115,2024-11-26,Paid Search,Delivered,Cookware 20098,Home,Cookware,3378.24,1195.99,35.4,0.0
912802,506479,20197,1.0,2872.53,1123.32,25,2872.53,718.13,2154.4,1123.32,12115,2024-11-26,Paid Search,Delivered,Smartphone 20197,Electronics,Smartphone,2154.4,1031.08,47.86,0.0
912803,506479,20019,1.0,1058.34,495.5,5,1058.34,52.92,1005.42,495.5,12115,2024-11-26,Paid Search,Delivered,Shampoo 20019,Beauty,Shampoo,1005.42,509.92,50.72,0.0
912804,506479,20183,1.0,2415.51,1541.5,15,2415.51,362.33,2053.18,1541.5,12115,2024-11-26,Paid Search,Delivered,Dress 20183,Fashion,Dress,2053.18,511.68,24.92,0.0
912805,506480,20116,1.0,14639.11,7180.81,0,14639.11,0.0,14639.11,7180.81,11887,2025-11-06,Social,Delivered,Running Shoes 20116,Sports,Running Shoes,14639.11,7458.3,50.95,0.0
912806,506480,20170,2.0,14218.65,7156.07,20,28437.3,5687.46,22749.84,14312.14,11887,2025-11-06,Social,Delivered,Headphones 20170,Electronics,Headphones,22749.84,8437.7,37.09,0.0
912807,506480,20156,1.0,1052.52,389.44,5,1052.52,52.63,999.89,389.44,11887,2025-11-06,Social,Delivered,Keyboard 20156,Electronics,Keyboard,999.89,610.45,61.05,0.0
912808,506481,20234,1.0,616.51,221.5,5,616.51,30.83,585.68,221.5,11757,2025-08-25,Affiliate,Delivered,Badminton Racket 20234,Sports,Badminton Racket,585.68,364.18,62.18,0.0
912809,506482,20236,1.0,798.64,492.51,0,798.64,0.0,798.64,492.51,12351,2024-05-01,Paid Search,Delivered,T-Shirt 20236,Fashion,T-Shirt,798.64,306.13,38.33,0.0
912810,506482,20075,1.0,3455.22,1702.44,20,3455.22,691.04,2764.18,1702.44,12351,2024-05-01,Paid Search,Delivered,Moisturizer 20075,Beauty,Moisturizer,2764.18,1061.74,38.41,0.0
912811,506482,20131,2.0,4823.66,1816.91,0,9647.32,0.0,9647.32,3633.82,12351,2024-05-01,Paid Search,Delivered,Cookware 20131,Home,Cookware,9647.32,6013.5,62.33,0.0
912812,506483,20075,1.0,3455.22,1702.44,5,3455.22,172.76,3282.46,1702.44,12429,2025-09-10,Paid Search,Delivered,Moisturizer 20075,Beauty,Moisturizer,3282.46,1580.02,48.14,0.0
912813,506484,20184,2.0,3782.1,2411.97,25,7564.2,1891.05,5673.15,4823.94,13597,2025-02-17,Affiliate,Delivered,Cushion 20184,Home,Cushion,5673.15,849.21,14.97,0.0
912814,506484,20190,1.0,7142.06,3397.58,0,7142.06,0.0,7142.06,3397.58,13597,2025-02-17,Affiliate,Delivered,Football 20190,Sports,Football,7142.06,3744.48,52.43,0.0
912815,506485,20071,1.0,36137.71,17268.1,20,36137.71,7227.54,28910.17,17268.1,14449,2024-02-04,Social,Delivered,Laptop 20071,Electronics,Laptop,28910.17,11642.07,40.27,0.0
912816,506486,20051,1.0,695.77,441.02,5,695.77,34.79,660.98,441.02,14419,2025-11-03,Direct,Delivered,Serum 20051,Beauty,Serum,660.98,219.96,33.28,0.0
912817,506486,20003,2.0,2966.78,1197.73,0,5933.56,0.0,5933.56,2395.46,14419,2025-11-03,Direct,Delivered,Perfume 20003,Beauty,Perfume,5933.56,3538.1,59.63,0.0
912818,506486,20239,2.0,29037.02,11401.1,0,58074.04,0.0,58074.04,22802.2,14419,2025-11-03,Direct,Delivered,Mouse 20239,Electronics,Mouse,58074.04,35271.84,60.74,0.0
912819,506487,20011,1.0,5804.22,2185.11,10,5804.22,580.42,5223.8,2185.11,13022,2025-01-19,Organic,Delivered,Football 20011,Sports,Football,5223.8,3038.69,58.17,0.0
912820,506487,20061,1.0,1419.98,624.9,5,1419.98,71.0,1348.98,624.9,13022,2025-01-19,Organic,Delivered,Face Wash 20061,Beauty,Face Wash,1348.98,724.08,53.68,0.0
912821,506487,20186,1.0,5531.45,2551.92,5,5531.45,276.57,5254.88,2551.92,13022,2025-01-19,Organic,Delivered,Headphones 20186,Electronics,Headphones,5254.88,2702.96,51.44,0.0
912822,506488,20042,2.0,11594.41,5651.46,5,23188.82,1159.44,22029.38,11302.92,14955,2025-10-29,Paid Search,Delivered,Storage Box 20042,Home,Storage Box,22029.38,10726.46,48.69,0.0
912823,506488,20131,2.0,4823.66,1816.91,10,9647.32,964.73,8682.59,3633.82,14955,2025-10-29,Paid Search,Delivered,Cookware 20131,Home,Cookware,8682.59,5048.77,58.15,0.0
912824,506489,20107,1.0,1956.05,1249.76,20,1956.05,391.21,1564.84,1249.76,14469,2024-03-12,Social,Delivered,Running Shoes 20107,Sports,Running Shoes,1564.84,315.08,20.13,0.0
912825,506490,20192,1.0,1251.49,516.17,25,1251.49,312.87,938.62,516.17,12431,2024-05-02,Organic,Delivered,Sneakers 20192,Fashion,Sneakers,938.62,422.45,45.01,0.0
912826,506491,20008,1.0,7931.3,3163.37,0,7931.3,0.0,7931.3,3163.37,12062,2025-10-21,Social,Delivered,Storage Box 20008,Home,Storage Box,7931.3,4767.93,60.12,0.0
912827,506492,20228,2.0,809.37,355.25,5,1618.74,80.94,1537.8,710.5,12301,2024-06-23,Organic,Delivered,Perfume 20228,Beauty,Perfume,1537.8,827.3,53.8,0.0
912828,506493,20166,1.0,7411.28,3795.83,0,7411.28,0.0,7411.28,3795.83,10118,2025-02-05,Social,Delivered,Bedsheet 20166,Home,Bedsheet,7411.28,3615.45,48.78,0.0
912829,506493,20081,4.0,1102.66,531.45,15,4410.64,661.6,3749.04,2125.8,10118,2025-02-05,Social,Delivered,Badminton Racket 20081,Sports,Badminton Racket,3749.04,1623.24,43.3,0.0
912830,506494,20191,1.0,16000.09,6354.85,20,16000.09,3200.02,12800.07,6354.85,11652,2025-03-15,Direct,Delivered,Headphones 20191,Electronics,Headphones,12800.07,6445.22,50.35,0.0
912831,506495,20076,2.0,5763.89,3459.13,0,11527.78,0.0,11527.78,6918.26,11915,2025-11-24,Direct,Delivered,Mouse 20076,Electronics,Mouse,11527.78,4609.52,39.99,0.0
912832,506495,20091,2.0,2708.48,1134.09,10,5416.96,541.7,4875.26,2268.18,11915,2025-11-24,Direct,Delivered,Dress 20091,Fashion,Dress,4875.26,2607.08,53.48,0.0
912833,506495,20217,3.0,69091.13,39024.1,0,207273.39,0.0,207273.39,117072.3,11915,2025-11-24,Direct,Delivered,Keyboard 20217,Electronics,Keyboard,207273.39,90201.09,43.52,0.0
912834,506496,20082,1.0,2742.49,1289.44,25,2742.49,685.62,2056.87,1289.44,13896,2024-09-03,Paid Search,Delivered,Dumbbells 20082,Sports,Dumbbells,2056.87,767.43,37.31,0.0
912835,506496,20198,1.0,4380.66,2456.56,5,4380.66,219.03,4161.63,2456.56,13896,2024-09-03,Paid Search,Delivered,Headphones 20198,Electronics,Headphones,4161.63,1705.07,40.97,0.0
912836,506497,20171,2.0,549.39,355.49,15,1098.78,164.82,933.96,710.98,11313,2025-07-04,Organic,Delivered,Shampoo 20171,Beauty,Shampoo,933.96,222.98,23.87,0.0
912837,506497,20209,1.0,7771.74,4696.59,5,7771.74,388.59,7383.15,4696.59,11313,2025-07-04,Organic,Delivered,Badminton Racket 20209,Sports,Badminton Racket,7383.15,2686.56,36.39,0.0
912838,506498,20127,3.0,483.68,170.85,10,1451.04,145.1,1305.94,512.55,13278,2025-06-18,Direct,Delivered,Cushion 20127,Home,Cushion,1305.94,793.39,60.75,0.0
912839,506498,20019,1.0,1058.34,495.5,5,1058.34,52.92,1005.42,495.5,13278,2025-06-18,Direct,Delivered,Shampoo 20019,Beauty,Shampoo,1005.42,509.92,50.72,0.0
912840,506499,20118,1.0,12313.04,5601.05,10,12313.04,1231.3,11081.74,5601.05,11611,2025-05-27,Social,Delivered,Laptop 20118,Electronics,Laptop,11081.74,5480.69,49.46,0.0
912841,506500,20182,1.0,486.61,314.6,10,486.61,48.66,437.95,314.6,11817,2025-01-16,Social,Delivered,Perfume 20182,Beauty,Perfume,437.95,123.35,28.17,0.0
912842,506500,20112,2.0,1872.46,1089.62,10,3744.92,374.49,3370.43,2179.24,11817,2025-01-16,Social,Delivered,Laptop 20112,Electronics,Laptop,3370.43,1191.19,35.34,0.0
912843,506501,20156,1.0,1052.52,389.44,15,1052.52,157.88,894.64,389.44,10345,2024-02-21,Affiliate,Delivered,Keyboard 20156,Electronics,Keyboard,894.64,505.2,56.47,0.0
912844,506502,20217,3.0,69091.13,39024.1,15,207273.39,31091.01,176182.38,117072.3,12593,2024-07-13,Paid Search,Delivered,Keyboard 20217,Electronics,Keyboard,176182.38,59110.08,33.55,0.0
912845,506502,20233,1.0,37480.36,23462.2,15,37480.36,5622.05,31858.31,23462.2,12593,2024-07-13,Paid Search,Delivered,Mouse 20233,Electronics,Mouse,31858.31,8396.11,26.35,0.0
912846,506503,20005,2.0,1971.82,775.58,20,3943.64,788.73,3154.91,1551.16,10487,2025-02-14,Paid Search,Delivered,Smartphone 20005,Electronics,Smartphone,3154.91,1603.75,50.83,0.0
912847,506503,20132,2.0,1481.71,958.89,5,2963.42,148.17,2815.25,1917.78,10487,2025-02-14,Paid Search,Delivered,Backpack 20132,Fashion,Backpack,2815.25,897.47,31.88,0.0
912848,506504,20138,1.0,3333.11,1217.57,25,3333.11,833.28,2499.83,1217.57,11030,2024-10-27,Direct,Delivered,Keyboard 20138,Electronics,Keyboard,2499.83,1282.26,51.29,0.0
912849,506505,20050,2.0,3146.79,1481.52,10,6293.58,629.36,5664.22,2963.04,12509,2024-05-14,Social,Delivered,Running Shoes 20050,Sports,Running Shoes,5664.22,2701.18,47.69,0.0
912850,506506,20123,1.0,846.18,317.31,5,846.18,42.31,803.87,317.31,13470,2025-05-20,Affiliate,Delivered,Face Wash 20123,Beauty,Face Wash,803.87,486.56,60.53,0.0
912851,506507,20227,2.0,540.46,225.55,0,1080.92,0.0,1080.92,451.1,12021,2024-12-03,Direct,Delivered,Backpack 20227,Fashion,Backpack,1080.92,629.82,58.27,0.0
912852,506508,20069,3.0,12203.61,5611.88,20,36610.83,7322.17,29288.66,16835.64,11261,2025-07-27,Paid Search,Delivered,Running Shoes 20069,Sports,Running Shoes,29288.66,12453.02,42.52,0.0
912853,506509,20153,1.0,11104.32,5300.22,10,11104.32,1110.43,9993.89,5300.22,14487,2025-02-04,Direct,Delivered,Running Shoes 20153,Sports,Running Shoes,9993.89,4693.67,46.97,0.0
912854,506509,20068,1.0,608.21,337.91,10,608.21,60.82,547.39,337.91,14487,2025-02-04,Direct,Delivered,Backpack 20068,Fashion,Backpack,547.39,209.48,38.27,0.0
912855,506510,20198,1.0,4380.66,2456.56,0,4380.66,0.0,4380.66,2456.56,11748,2024-09-27,Paid Search,Delivered,Headphones 20198,Electronics,Headphones,4380.66,1924.1,43.92,0.0
912856,506510,20114,1.0,6490.61,4074.73,10,6490.61,649.06,5841.55,4074.73,11748,2024-09-27,Paid Search,Delivered,Football 20114,Sports,Football,5841.55,1766.82,30.25,0.0
912860,506513,20113,2.0,1643.54,897.05,10,3287.08,328.71,2958.37,1794.1,11760,2025-01-05,Paid Search,Delivered,Perfume 20113,Beauty,Perfume,2958.37,1164.27,39.36,0.0
912861,506513,20250,2.0,11658.68,5085.0,15,23317.36,3497.6,19819.76,10170.0,11760,2025-01-05,Paid Search,Delivered,Running Shoes 20250,Sports,Running Shoes,19819.76,9649.76,48.69,0.0
912862,506513,20222,1.0,37415.28,22609.43,10,37415.28,3741.53,33673.75,22609.43,11760,2025-01-05,Paid Search,Delivered,Headphones 20222,Electronics,Headphones,33673.75,11064.32,32.86,0.0
912863,506513,20071,1.0,36137.71,17268.1,20,36137.71,7227.54,28910.17,17268.1,11760,2025-01-05,Paid Search,Delivered,Laptop 20071,Electronics,Laptop,28910.17,11642.07,40.27,0.0
912864,506514,20192,1.0,1251.49,516.17,10,1251.49,125.15,1126.34,516.17,11100,2024-09-15,Email,Delivered,Sneakers 20192,Fashion,Sneakers,1126.34,610.17,54.17,0.0
912865,506514,20036,1.0,8410.09,4511.4,10,8410.09,841.01,7569.08,4511.4,11100,2024-09-15,Email,Delivered,Mouse 20036,Electronics,Mouse,7569.08,3057.68,40.4,0.0
