order_id,payment_id,payment_method,payment_amount,payment_status
509610,709610,UPI,84437.03,Paid
509611,709611,COD,5057.03,Paid
509612,709612,Debit Card,7430.22,Paid
509613,709613,UPI,6163.64,Paid
509614,709614,Net Banking,1760.45,Paid
509615,709615,COD,43577.6,Paid
509616,709616,Wallet,10096.76,Paid
509617,709617,Wallet,2946.82,Paid
509618,709618,Debit Card,26532.18,Paid
509619,709619,UPI,718.78,Paid
509620,709620,Wallet,89717.0,Paid
509621,709621,Credit Card,37764.09,Paid
509622,709622,Debit Card,5352.35,Paid
509623,709623,Net Banking,3954.95,Paid
509624,709624,UPI,6382.03,Paid
509625,709625,UPI,6784.96,Paid
509626,709626,Credit Card,35988.4,Paid
509627,709627,Debit Card,58714.96,Paid
509628,709628,UPI,41328.64,Paid
509629,709629,UPI,5429.66,Paid
509630,709630,UPI,5635.83,Paid
509631,709631,COD,4122.85,Paid
509632,709632,Credit Card,1760.24,Paid
509633,709633,Wallet,9050.05,Paid
509634,709634,UPI,20458.71,Paid
509635,709635,UPI,5224.87,Paid
509636,709636,UPI,29986.13,Paid
509637,709637,Credit Card,9078.32,Paid
509638,709638,Debit Card,25502.91,Paid
509639,709639,Debit Card,2785.47,Paid
509640,709640,UPI,122638.4,Paid
509641,709641,UPI,1569.06,Paid
509642,709642,COD,1778.84,Paid
509643,709643,UPI,14838.63,Paid
509644,709644,Debit Card,17691.26,Paid
509645,709645,UPI,824.08,Paid
509646,709646,UPI,6886.47,Paid
509647,709647,UPI,24406.41,Paid
509648,709648,Credit Card,67430.77,Paid
509649,709649,UPI,3378.24,Pending
509650,709650,Credit Card,13279.03,Paid
509651,709651,Net Banking,15537.6,Failed
509652,709652,Wallet,3765.71,Paid
509653,709653,Net Banking,22222.58,Paid
509654,709654,UPI,71753.14,Paid
509655,709655,UPI,4875.54,Paid
509656,709656,Net Banking,3287.79,Paid
509657,709657,Credit Card,994.98,Paid
509658,709658,Credit Card,22563.71,Paid
509659,709659,UPI,9350.67,Paid
509660,709660,Credit Card,26769.64,Paid
509661,709661,Credit Card,8744.14,Paid
509662,709662,UPI,29255.2,Paid
509663,709663,Credit Card,2984.88,Paid
509664,709664,UPI,12176.2,Paid
509665,709665,UPI,50776.91,Paid
509666,709666,UPI,1304.36,Paid
509667,709667,UPI,2597.41,Paid
509668,709668,UPI,16375.19,Failed
509669,709669,Credit Card,10659.21,Paid
509670,709670,COD,6882.41,Paid
509671,709671,UPI,557.1,Paid
509672,709672,UPI,22233.84,Paid
509673,709673,UPI,8359.09,Paid
509674,709674,Net Banking,2176.47,Paid
509675,709675,UPI,13994.72,Paid
509676,709676,Credit Card,12295.78,Paid
509677,709677,UPI,384.82,Paid
509678,709678,UPI,3742.39,Paid
509679,709679,Credit Card,4665.24,Paid
509680,709680,Credit Card,4708.98,Paid
509681,709681,Credit Card,1635.93,Paid
509682,709682,Debit Card,18845.84,Paid
509683,709683,Credit Card,17907.41,Paid
509684,709684,Wallet,1106.46,Paid
509685,709685,COD,2256.08,Paid
509686,709686,COD,2478.29,Paid
509687,709687,Credit Card,9338.27,Paid
509688,709688,Credit Card,2034.59,Paid
509689,709689,Wallet,1627.06,Paid
509690,709690,Net Banking,11115.67,Paid
509691,709691,Net Banking,31802.99,Paid
509692,709692,COD,7086.42,Paid
509693,709693,COD,8174.94,Failed
509694,709694,UPI,4307.08,Paid
509695,709695,COD,1027.62,Paid
509696,709696,Debit Card,25553.96,Paid
509697,709697,Credit Card,46111.44,Paid
509698,709698,Credit Card,4278.16,Paid
509699,709699,Credit Card,6051.96,Paid
509700,709700,UPI,5664.22,Paid
509701,709701,Credit Card,13211.96,Paid
509702,709702,UPI,11697.39,Paid
509703,709703,Credit Card,36005.55,Paid
509704,709704,Credit Card,953.77,Paid
509705,709705,COD,243861.72,Paid
509706,709706,Debit Card,448.82,Paid
509707,709707,Credit Card,16185.68,Paid
509708,709708,UPI,6285.86,Paid
509709,709709,UPI,1831.13,Pending
509710,709710,UPI,13246.91,Paid
509711,709711,UPI,456.17,Paid
509712,709712,Net Banking,3838.74,Paid
509713,709713,Credit Card,56407.62,Paid
509714,709714,UPI,8053.5,Paid
509715,709715,Debit Card,405.34,Paid
509716,709716,COD,4069.18,Paid
509717,709717,Credit Card,21755.68,Paid
509718,709718,Debit Card,25505.19,Pending
509719,709719,UPI,3980.43,Paid
509720,709720,UPI,40922.83,Paid
509721,709721,UPI,27585.17,Paid
509722,709722,UPI,4221.89,Failed
509723,709723,COD,1761.32,Paid
509724,709724,Debit Card,2818.28,Paid
509725,709725,UPI,335053.93,Paid
509726,709726,COD,58691.48,Pending
509727,709727,UPI,10315.33,Paid
509728,709728,Credit Card,11350.96,Paid
509729,709729,Wallet,1743.26,Paid
509730,709730,UPI,11455.27,Paid
509731,709731,Credit Card,11981.39,Paid
509732,709732,UPI,20014.48,Paid
509733,709733,Net Banking,994.98,Paid
509734,709734,UPI,9431.2,Paid
509735,709735,Credit Card,13588.8,Paid
509736,709736,UPI,104197.8,Paid
509737,709737,UPI,16310.73,Paid
509738,709738,UPI,2030.1,Paid
509739,709739,UPI,10971.42,Pending
509740,709740,COD,6288.03,Paid
509741,709741,Net Banking,3525.11,Paid
509742,709742,Credit Card,1462.39,Paid
509743,709743,UPI,13339.15,Paid
509744,709744,Credit Card,4061.7,Paid
509745,709745,Debit Card,19861.06,Paid
509746,709746,Wallet,1106.67,Paid
509747,709747,UPI,1420.83,Paid
509748,709748,Credit Card,2982.27,Paid
509749,709749,COD,5662.48,Paid
509750,709750,Net Banking,8860.29,Paid
509751,709751,UPI,3937.9,Paid
509752,709752,Credit Card,4848.59,Paid
509753,709753,Credit Card,7826.35,Paid
509754,709754,Debit Card,14081.43,Paid
509755,709755,Debit Card,1557.72,Paid
509756,709756,UPI,2876.85,Paid
509757,709757,UPI,24459.88,Paid
509758,709758,Credit Card,2837.11,Paid
509759,709759,Net Banking,12750.25,Paid
509760,709760,Credit Card,1381.14,Paid
509761,709761,Credit Card,3107.58,Pending
509762,709762,Credit Card,11014.69,Paid
509763,709763,Debit Card,1884.65,Paid
509764,709764,Debit Card,26195.39,Paid
509765,709765,Net Banking,9330.93,Paid
509766,709766,Credit Card,2604.79,Paid
509767,709767,Credit Card,20583.5,Paid
509768,709768,Debit Card,458.35,Paid
509769,709769,Credit Card,13922.25,Paid
509770,709770,Debit Card,9476.36,Paid
509771,709771,Debit Card,17095.54,Paid
509772,709772,Net Banking,35559.58,Paid
509773,709773,UPI,17807.54,Paid
509774,709774,Debit Card,999.89,Paid
509775,709775,Credit Card,4988.01,Paid
509776,709776,COD,36483.54,Paid
509777,709777,Net Banking,10607.18,Paid
509778,709778,COD,45467.4,Paid
509779,709779,Wallet,1352.29,Paid
509780,709780,Credit Card,8745.19,Paid
509781,709781,UPI,2424.6,Paid
509782,709782,COD,25925.44,Paid
509783,709783,Credit Card,10999.03,Paid
509784,709784,COD,1565.48,Paid
509785,709785,Credit Card,130792.31,Paid
509786,709786,Net Banking,31242.61,Paid
509787,709787,Credit Card,26620.89,Paid
509788,709788,Debit Card,2999.86,Paid
509789,709789,UPI,113034.99,Paid
509790,709790,UPI,30584.89,Paid
509791,709791,Credit Card,11432.43,Paid
509792,709792,UPI,5541.14,Paid
509793,709793,Credit Card,5667.15,Paid
509794,709794,Credit Card,24100.27,Paid
509795,709795,COD,11138.78,Paid
509796,709796,UPI,14424.36,Paid
509797,709797,COD,97218.14,Paid
509798,709798,COD,6534.93,Failed
509799,709799,COD,934.79,Paid
509800,709800,UPI,7349.9,Paid
509801,709801,COD,991.0,Paid
509802,709802,Net Banking,4560.43,Paid
509803,709803,Wallet,2855.73,Paid
509804,709804,UPI,17767.95,Pending
509805,709805,COD,1044.13,Paid
509806,709806,COD,69726.23,Paid
509807,709807,COD,2737.6,Paid
509808,709808,Credit Card,11658.68,Paid
509809,709809,UPI,3180.28,Paid
509810,709810,Debit Card,1230.81,Paid
509811,709811,Wallet,1234.14,Paid
509812,709812,Debit Card,57693.64,Paid
509813,709813,Net Banking,1518.64,Paid
509814,709814,Credit Card,7183.5,Paid
509815,709815,Debit Card,2367.15,Paid
509816,709816,UPI,10443.02,Paid
509817,709817,UPI,2841.66,Paid
509818,709818,COD,4843.88,Paid
509819,709819,UPI,11081.74,Paid
509820,709820,COD,67034.85,Paid
509821,709821,UPI,810.69,Paid
509822,709822,UPI,39837.1,Paid
509823,709823,Net Banking,9533.23,Paid
509824,709824,UPI,25230.27,Paid
509825,709825,Credit Card,19761.2,Paid
509826,709826,Credit Card,3549.28,Pending
509827,709827,Net Banking,11658.68,Paid
509828,709828,Debit Card,3701.22,Paid
509829,709829,COD,12774.79,Paid
509830,709830,UPI,54955.57,Paid
509831,709831,UPI,2900.99,Paid
509832,709832,Debit Card,44131.12,Failed
509833,709833,UPI,76421.72,Paid
509834,709834,UPI,15575.7,Paid
509835,709835,Net Banking,2733.83,Paid
509836,709836,UPI,2708.48,Paid
509837,709837,UPI,81842.06,Paid
509838,709838,COD,9515.38,Paid
509839,709839,Debit Card,14943.35,Paid
509840,709840,UPI,1138.77,Paid
509841,709841,Wallet,1685.3,Paid
509842,709842,Credit Card,7569.08,Paid
509843,709843,UPI,3426.5,Failed
509844,709844,UPI,2332.92,Paid
509845,709845,Credit Card,19245.96,Paid
509846,709846,Debit Card,35609.07,Paid
509847,709847,Debit Card,12443.24,Paid
509848,709848,Credit Card,2821.56,Pending
509849,709849,UPI,15946.84,Paid
509850,709850,Debit Card,6039.78,Paid
509851,709851,UPI,8397.93,Paid
509852,709852,Debit Card,4272.49,Pending
509853,709853,COD,2303.54,Paid
509854,709854,Debit Card,20983.96,Paid
509855,709855,UPI,56054.57,Paid
509856,709856,UPI,8891.46,Paid
509857,709857,Net Banking,3003.91,Paid
509858,709858,Net Banking,431.2,Paid
509859,709859,Credit Card,1736.54,Pending
509860,709860,COD,3539.95,Paid
509861,709861,UPI,1989.95,Paid
509862,709862,UPI,5176.58,Paid
509863,709863,Net Banking,9337.28,Paid
509864,709864,Debit Card,2281.69,Paid
509865,709865,Net Banking,695.77,Paid
509866,709866,Wallet,1774.64,Paid
509867,709867,COD,5531.45,Paid
509868,709868,UPI,3671.83,Paid
509869,709869,Debit Card,9958.04,Paid
509870,709870,UPI,5059.24,Failed
509871,709871,UPI,752.98,Paid
509872,709872,Credit Card,5307.01,Paid
509873,709873,Net Banking,959.25,Paid
509874,709874,Credit Card,38890.53,Paid
509875,709875,Net Banking,3289.36,Paid
509876,709876,Debit Card,24538.17,Pending
509877,709877,COD,2092.09,Failed
509878,709878,Credit Card,1126.34,Paid
509879,709879,Credit Card,3852.11,Paid
509880,709880,UPI,10687.99,Paid
509881,709881,Credit Card,1335.44,Paid
509882,709882,COD,24904.21,Paid
509883,709883,Credit Card,15893.26,Paid
509884,709884,Credit Card,2010.77,Paid
509885,709885,Wallet,8993.0,Pending
509886,709886,UPI,4896.95,Paid
509887,709887,UPI,53632.46,Paid
509888,709888,Net Banking,2585.28,Paid
509889,709889,COD,10709.15,Paid
509890,709890,Credit Card,16732.35,Paid
509891,709891,UPI,17122.51,Paid
509892,709892,UPI,5355.64,Paid
509893,709893,Debit Card,26259.37,Paid
509894,709894,UPI,8576.73,Failed
509895,709895,Debit Card,4850.41,Paid
509896,709896,Credit Card,4112.46,Paid
509897,709897,Credit Card,5097.17,Paid
509898,709898,Debit Card,12710.92,Pending
509899,709899,UPI,64302.66,Paid
509900,709900,Net Banking,14117.67,Paid
509901,709901,Credit Card,4631.2,Paid
509902,709902,UPI,9485.33,Paid
509903,709903,UPI,1509.13,Paid
509904,709904,Credit Card,23878.96,Paid
509905,709905,Credit Card,732.73,Paid
509906,709906,UPI,11066.28,Paid
509907,709907,UPI,19163.63,Failed
509908,709908,Wallet,11763.82,Paid
509909,709909,UPI,7349.18,Paid
509910,709910,UPI,7928.75,Paid
509911,709911,COD,3429.04,Paid
509912,709912,Debit Card,7830.82,Paid
509913,709913,UPI,8785.52,Pending
509914,709914,Wallet,933.96,Paid
509915,709915,Credit Card,5680.47,Paid
509916,709916,Net Banking,14193.75,Paid
509917,709917,UPI,6320.79,Paid
509918,709918,COD,7909.61,Paid
509919,709919,UPI,9205.8,Paid
509920,709920,Net Banking,3191.3,Pending
509921,709921,UPI,40200.97,Paid
509922,709922,UPI,38548.58,Paid
509923,709923,COD,1183.96,Paid
509924,709924,Debit Card,2281.73,Paid
509925,709925,UPI,856.35,Failed
509926,709926,Wallet,5669.17,Paid
509927,709927,COD,2038.87,Paid
509928,709928,Net Banking,25974.77,Failed
509929,709929,Debit Card,13775.91,Paid
509930,709930,UPI,6744.75,Paid
509931,709931,Debit Card,57495.44,Paid
509932,709932,UPI,3649.75,Paid
509933,709933,UPI,17546.43,Paid
509934,709934,UPI,13908.32,Paid
509935,709935,Credit Card,29073.77,Paid
509936,709936,Net Banking,2074.85,Paid
509937,709937,UPI,803.87,Paid
509938,709938,Net Banking,15635.22,Paid
509939,709939,Credit Card,152431.17,Paid
509940,709940,UPI,2032.78,Paid
509941,709941,COD,41015.19,Paid
509942,709942,Debit Card,2921.97,Pending
509943,709943,COD,1854.14,Paid
509944,709944,Debit Card,923.58,Paid
509945,709945,Credit Card,894.64,Paid
509946,709946,Net Banking,1529.32,Failed
509947,709947,UPI,24960.01,Pending
509948,709948,UPI,3949.38,Paid
509949,709949,COD,401.56,Paid
509950,709950,UPI,13574.51,Paid
509951,709951,UPI,7372.59,Paid
509952,709952,Net Banking,243.11,Paid
509953,709953,UPI,3789.3,Paid
509954,709954,Debit Card,3210.09,Paid
509955,709955,Credit Card,22213.03,Paid
509956,709956,Debit Card,1492.52,Paid
509957,709957,UPI,9708.03,Paid
509958,709958,UPI,372.91,Paid
509959,709959,UPI,10563.12,Paid
509960,709960,Debit Card,718.78,Paid
509961,709961,UPI,37494.38,Paid
509962,709962,UPI,18135.67,Failed
509963,709963,COD,36573.15,Paid
509964,709964,Net Banking,337.23,Paid
509965,709965,UPI,2944.09,Paid
509966,709966,Credit Card,43921.79,Paid
509967,709967,Debit Card,14400.08,Paid
509968,709968,Credit Card,3649.75,Pending
509969,709969,Wallet,2355.66,Paid
509970,709970,Wallet,61634.1,Paid
509971,709971,Credit Card,7787.34,Paid
509972,709972,Credit Card,7898.76,Paid
509973,709973,Net Banking,13866.42,Paid
509974,709974,UPI,41458.46,Paid
509975,709975,Debit Card,8468.08,Paid
509976,709976,Credit Card,12623.87,Paid
509977,709977,Debit Card,2507.81,Paid
509978,709978,Wallet,792.8,Paid
509979,709979,UPI,5037.46,Paid
509980,709980,Net Banking,4244.27,Paid
509981,709981,Net Banking,609.97,Paid
509982,709982,Credit Card,106054.07,Paid
509983,709983,UPI,41481.69,Paid
509984,709984,Net Banking,13395.78,Failed
509985,709985,Credit Card,4326.64,Paid
509986,709986,UPI,2146.49,Paid
509987,709987,Debit Card,11590.02,Paid
509988,709988,Credit Card,20137.89,Paid
509989,709989,Credit Card,11070.24,Paid
509990,709990,Debit Card,1235.5,Paid
509991,709991,Net Banking,871.63,Paid
509992,709992,UPI,17649.63,Paid
509993,709993,Net Banking,797.87,Paid
509994,709994,UPI,3620.77,Paid
509995,709995,Credit Card,16468.71,Paid
509996,709996,UPI,3414.97,Paid
509997,709997,Credit Card,22660.29,Paid
509998,709998,UPI,12718.71,Paid
509999,709999,Credit Card,12250.74,Paid
510000,710000,Debit Card,2343.56,Paid
510001,710001,COD,9806.55,Paid
510002,710002,UPI,5008.71,Paid
510003,710003,Debit Card,35107.59,Paid
510004,710004,Debit Card,1586.83,Paid
510005,710005,COD,7447.12,Paid
510006,710006,Credit Card,3654.84,Paid
510007,710007,Debit Card,7743.07,Paid
510008,710008,Credit Card,44836.65,Paid
510009,710009,Wallet,5901.75,Paid
510010,710010,UPI,4281.21,Paid
510011,710011,COD,4978.32,Paid
510012,710012,Credit Card,1109.72,Paid
510013,710013,Debit Card,4368.1,Paid
510014,710014,Credit Card,6115.47,Paid
510015,710015,Credit Card,5823.02,Paid
510016,710016,Debit Card,5557.35,Paid
510017,710017,UPI,69681.33,Pending
510018,710018,UPI,26133.32,Paid
510019,710019,COD,472.42,Paid
510020,710020,Credit Card,6730.5,Paid
510021,710021,UPI,3708.46,Paid
510022,710022,UPI,7142.06,Paid
510023,710023,COD,1643.54,Paid
510024,710024,UPI,5870.05,Paid
510025,710025,COD,13647.72,Paid
510026,710026,UPI,11731.78,Paid
510027,710027,UPI,826.99,Paid
510028,710028,UPI,14997.81,Paid
510029,710029,Debit Card,3654.84,Paid
510030,710030,COD,8470.58,Paid
510031,710031,UPI,76280.98,Paid
510032,710032,Debit Card,16025.9,Pending
510033,710033,Credit Card,5313.72,Paid
510034,710034,UPI,31965.5,Paid
510035,710035,Credit Card,2302.04,Paid
510036,710036,UPI,2457.35,Paid
510037,710037,Credit Card,186546.05,Paid
510038,710038,Credit Card,343.86,Paid
510039,710039,Net Banking,648.09,Paid
510040,710040,Credit Card,74385.2,Paid
510041,710041,Credit Card,462.28,Paid
510042,710042,Net Banking,7098.81,Paid
510043,710043,COD,11658.68,Paid
510044,710044,COD,5600.03,Paid
510045,710045,Net Banking,55297.88,Paid
510046,710046,UPI,275.35,Paid
510047,710047,Credit Card,3504.53,Paid
510048,710048,COD,62045.42,Paid
510049,710049,UPI,11792.24,Paid
510050,710050,Net Banking,2913.22,Paid
510051,710051,Credit Card,1312.64,Paid
510052,710052,Wallet,9260.53,Paid
510053,710053,COD,24701.5,Paid
510054,710054,Wallet,11835.26,Paid
510055,710055,Net Banking,62182.02,Paid
510056,710056,Credit Card,6748.57,Failed
510057,710057,UPI,5008.95,Paid
510058,710058,UPI,41372.71,Paid
510059,710059,Net Banking,198825.22,Failed
510060,710060,Debit Card,39591.58,Paid
510061,710061,UPI,2709.5,Paid
510062,710062,Credit Card,24760.68,Paid
510063,710063,Debit Card,14081.17,Paid
510064,710064,Credit Card,37784.25,Failed
510065,710065,UPI,15919.96,Paid
510066,710066,UPI,609.97,Paid
510067,710067,UPI,2643.76,Paid
510068,710068,Credit Card,22356.21,Paid
510069,710069,Debit Card,56172.63,Paid
510070,710070,Debit Card,4929.39,Pending
510071,710071,Credit Card,1472.05,Paid
510072,710072,Credit Card,68601.18,Paid
510073,710073,Net Banking,2373.42,Paid
510074,710074,Credit Card,1779.51,Paid
510075,710075,UPI,4903.28,Paid
510076,710076,Debit Card,9692.64,Paid
510077,710077,Debit Card,16748.28,Paid
510078,710078,COD,2095.6,Paid
510079,710079,Debit Card,53072.67,Paid
510080,710080,COD,481.52,Paid
510081,710081,Net Banking,3154.91,Paid
510082,710082,UPI,1174.21,Paid
510083,710083,Debit Card,19987.21,Paid
510084,710084,Credit Card,21408.34,Paid
510085,710085,UPI,24300.04,Paid
510086,710086,UPI,7797.73,Paid
510087,710087,Debit Card,19384.94,Paid
510088,710088,COD,447.54,Paid
510089,710089,Wallet,106361.71,Paid
510090,710090,UPI,6144.2,Paid
510091,710091,Wallet,6498.25,Paid
510092,710092,Debit Card,27283.39,Paid
510093,710093,UPI,1056.79,Paid
510094,710094,Net Banking,2498.79,Paid
510095,710095,Credit Card,3560.09,Paid
510096,710096,UPI,1005.01,Paid
510097,710097,UPI,8430.16,Paid
510098,710098,UPI,225.26,Paid
510099,710099,Debit Card,965.14,Paid
510100,710100,UPI,1901.91,Paid
510101,710101,COD,993.5,Paid
510102,710102,COD,70646.87,Paid
510103,710103,UPI,2331.12,Paid
510104,710104,UPI,1898.1,Paid
510105,710105,COD,3963.23,Paid
510106,710106,Credit Card,26205.14,Paid
510107,710107,Credit Card,4598.04,Paid
510108,710108,Credit Card,185722.92,Paid
510109,710109,Debit Card,45320.58,Paid
510110,710110,Wallet,26510.31,Paid
510111,710111,UPI,386.85,Paid
510112,710112,UPI,3585.93,Paid
510113,710113,Net Banking,4399.64,Paid
510114,710114,UPI,2701.38,Paid
510115,710115,Credit Card,2555.96,Paid
510116,710116,Debit Card,2552.07,Paid
510117,710117,Net Banking,2550.85,Paid
510118,710118,Debit Card,55211.26,Paid
510119,710119,Credit Card,13339.0,Paid
510120,710120,Credit Card,1039.27,Paid
510121,710121,Debit Card,1905.31,Paid
510122,710122,Debit Card,8793.0,Paid
510123,710123,UPI,2912.97,Paid
510124,710124,COD,43372.64,Paid
510125,710125,UPI,10893.99,Paid
510126,710126,Debit Card,2108.46,Pending
510127,710127,UPI,10681.88,Paid
510128,710128,Debit Card,39879.05,Paid
510129,710129,UPI,5281.33,Paid
510130,710130,Net Banking,8091.5,Paid
510131,710131,UPI,17013.59,Paid
510132,710132,COD,384.12,Paid
510133,710133,Credit Card,4480.57,Paid
510134,710134,UPI,32685.88,Paid
510135,710135,UPI,5238.23,Paid
510136,710136,Debit Card,9488.19,Paid
510137,710137,Debit Card,5859.38,Paid
510138,710138,Debit Card,7860.04,Paid
510139,710139,UPI,3575.91,Pending
510140,710140,UPI,2756.6,Paid
510141,710141,Net Banking,2256.08,Paid
510142,710142,UPI,21830.93,Paid
510143,710143,Debit Card,7074.04,Paid
510144,710144,UPI,2276.61,Paid
510145,710145,COD,554.86,Paid
510146,710146,Wallet,20021.63,Paid
510147,710147,COD,5919.85,Paid
510148,710148,COD,3852.66,Paid
510149,710149,COD,13745.0,Paid
510150,710150,Net Banking,11431.79,Failed
510151,710151,Credit Card,30623.05,Paid
510152,710152,Credit Card,14962.31,Pending
510153,710153,COD,448.8,Paid
510154,710154,Credit Card,5209.33,Paid
510155,710155,Debit Card,101423.01,Paid
510156,710156,Debit Card,4959.66,Paid
510157,710157,Wallet,15563.85,Paid
510158,710158,COD,7078.43,Paid
510159,710159,Debit Card,2309.08,Paid
510160,710160,UPI,14467.54,Paid
510161,710161,Debit Card,75908.31,Paid
510162,710162,Debit Card,22978.29,Paid
510163,710163,COD,13113.82,Paid
510164,710164,Debit Card,1141.96,Paid
510165,710165,COD,1243.07,Paid
510166,710166,COD,1315.3,Paid
510167,710167,COD,2441.65,Paid
510168,710168,UPI,125298.44,Paid
510169,710169,UPI,7717.18,Paid
510170,710170,COD,23200.29,Paid
510171,710171,UPI,3316.59,Paid
510172,710172,UPI,1719.93,Paid
510173,710173,COD,10725.5,Paid
510174,710174,UPI,1144.02,Paid
510175,710175,COD,6213.23,Paid
510176,710176,UPI,1627.67,Paid
510177,710177,Credit Card,33788.46,Paid
510178,710178,Debit Card,10335.71,Paid
510179,710179,Net Banking,513.44,Paid
510180,710180,UPI,15043.18,Paid
510181,710181,UPI,2499.83,Paid
510182,710182,Credit Card,14884.56,Paid
510183,710183,Debit Card,4935.64,Paid
510184,710184,COD,21477.24,Paid
510185,710185,COD,3827.38,Paid
510186,710186,UPI,60049.84,Paid
510187,710187,Credit Card,1874.14,Pending
510188,710188,UPI,3525.11,Paid
510189,710189,Credit Card,12640.82,Paid
510190,710190,Debit Card,5840.3,Paid
510191,710191,COD,31663.44,Paid
510192,710192,UPI,3107.58,Paid
510193,710193,Credit Card,4599.86,Paid
510194,710194,Net Banking,20622.06,Paid
510195,710195,UPI,66137.67,Paid
510196,710196,UPI,16800.79,Paid
510197,710197,Credit Card,11303.35,Paid
510198,710198,UPI,10373.07,Paid
510199,710199,UPI,8049.24,Paid
510200,710200,Credit Card,25899.74,Paid
510201,710201,COD,2026.24,Paid
510202,710202,UPI,780.89,Paid
510203,710203,Credit Card,8096.83,Paid
510204,710204,Net Banking,14254.94,Paid
510205,710205,Debit Card,50744.51,Pending
510206,710206,Net Banking,10789.64,Paid
510207,710207,UPI,30028.14,Paid
510208,710208,COD,8225.48,Paid
510209,710209,UPI,15714.28,Paid
510210,710210,UPI,29565.88,Paid
510211,710211,COD,3208.58,Paid
510212,710212,COD,5022.54,Paid
510213,710213,UPI,1114.82,Paid
510214,710214,Credit Card,7181.41,Paid
510215,710215,Net Banking,1058.34,Paid
510216,710216,Credit Card,2074.85,Paid
510217,710217,Wallet,642.26,Failed
510218,710218,UPI,616.04,Paid
510219,710219,Credit Card,568.36,Paid
510220,710220,Net Banking,13716.68,Pending
510221,710221,COD,5082.83,Paid
510222,710222,Credit Card,18405.83,Paid
510223,710223,COD,36074.47,Paid
510224,710224,COD,1772.71,Paid
510225,710225,Credit Card,3623.12,Paid
510226,710226,UPI,678.84,Paid
510227,710227,Wallet,64618.9,Paid
510228,710228,Debit Card,8908.2,Paid
510229,710229,COD,1047.53,Paid
510230,710230,Debit Card,35138.83,Paid
510231,710231,COD,494.45,Paid
510232,710232,Debit Card,25991.63,Paid
510233,710233,Credit Card,31314.57,Paid
510234,710234,Credit Card,38179.76,Paid
510235,710235,Debit Card,994.98,Paid
510236,710236,UPI,290.64,Paid
510237,710237,Credit Card,31193.22,Paid
510238,710238,Credit Card,14437.3,Paid
510239,710239,UPI,7400.68,Paid
510240,710240,Credit Card,3408.64,Paid
510241,710241,UPI,406.71,Paid
510242,710242,UPI,792.8,Paid
510243,710243,COD,15930.25,Paid
510244,710244,UPI,1511.58,Paid
510245,710245,Credit Card,25647.8,Paid
510246,710246,UPI,12109.34,Paid
510247,710247,COD,454.91,Pending
510248,710248,Net Banking,32107.98,Paid
510249,710249,COD,9374.91,Paid
510250,710250,COD,591.32,Paid
510251,710251,Credit Card,64317.47,Paid
510252,710252,Credit Card,16228.65,Paid
510253,710253,Debit Card,92842.39,Paid
510254,710254,Debit Card,21417.7,Paid
510255,710255,Credit Card,8761.32,Paid
510256,710256,Debit Card,644.74,Paid
510257,710257,Credit Card,1014.76,Paid
510258,710258,Credit Card,600.68,Paid
510259,710259,Credit Card,4494.75,Paid
510260,710260,COD,3873.57,Paid
510261,710261,Wallet,7760.66,Paid
510262,710262,Credit Card,1039.43,Paid
510263,710263,Credit Card,32056.96,Pending
510264,710264,COD,25261.75,Paid
510265,710265,Credit Card,1582.79,Paid
510266,710266,UPI,9329.09,Paid
510267,710267,COD,619.87,Failed
510268,710268,UPI,15957.69,Paid
510269,710269,Credit Card,10428.44,Paid
510270,710270,Credit Card,5303.59,Paid
510271,710271,UPI,26979.0,Paid
510272,710272,Credit Card,5500.74,Paid
510273,710273,Credit Card,9933.86,Failed
510274,710274,Debit Card,7123.14,Paid
510275,710275,Credit Card,56407.62,Pending
510276,710276,Net Banking,2730.16,Paid
510277,710277,UPI,4314.14,Paid
510278,710278,Wallet,2712.32,Paid
510279,710279,Net Banking,8614.27,Failed
510280,710280,UPI,1892.8,Paid
510281,710281,Debit Card,17417.64,Paid
510282,710282,COD,7783.4,Paid
510283,710283,UPI,12907.55,Failed
510284,710284,UPI,448.8,Paid
510285,710285,Credit Card,24616.39,Paid
510286,710286,UPI,28760.88,Paid
510287,710287,UPI,1011.91,Paid
510288,710288,UPI,10563.93,Paid
510289,710289,Net Banking,54774.73,Paid
510290,710290,UPI,25360.99,Paid
510291,710291,COD,90956.82,Paid
510292,710292,Debit Card,8226.04,Paid
510293,710293,Net Banking,3310.74,Paid
510294,710294,Debit Card,25582.95,Paid
510295,710295,Credit Card,56409.28,Paid
510296,710296,Credit Card,22939.92,Paid
510297,710297,Debit Card,851.9,Paid
510298,710298,Debit Card,49231.92,Failed
510299,710299,UPI,6702.2,Failed
510300,710300,UPI,11330.88,Paid
510301,710301,Credit Card,831.7,Paid
510302,710302,UPI,7538.86,Paid
510303,710303,Net Banking,5870.29,Paid
510304,710304,UPI,102810.86,Paid
510305,710305,UPI,1039.27,Paid
510306,710306,Wallet,6109.89,Paid
510307,710307,Credit Card,49633.21,Paid
510308,710308,COD,5132.11,Paid
510309,710309,Debit Card,18106.58,Paid
510310,710310,UPI,52932.68,Paid
510311,710311,UPI,1492.23,Paid
510312,710312,Credit Card,24846.33,Paid
510313,710313,UPI,45797.65,Paid
510314,710314,Debit Card,473.63,Paid
510315,710315,COD,130092.96,Paid
