order_id,customer_id,order_date,sales_channel,order_status,shipping_city
510222,14929,2024-08-06,Organic,Delivered,Noida
510223,10102,2025-09-03,Paid Search,Delivered,Bhopal
510224,13826,2025-11-30,Direct,Delivered,Jaipur
510225,11466,2024-12-15,Email,Delivered,Delhi
510226,12771,2025-07-28,Paid Search,Delivered,Bhopal
510227,11540,2024-06-12,Direct,Delivered,Chennai
510228,14678,2025-11-05,Email,Delivered,Kochi
510229,14864,2025-05-29,Paid Search,Delivered,Kochi
510230,11799,2025-06-20,Paid Search,Delivered,Chandigarh
510231,10143,2025-03-10,Direct,Delivered,Kolkata
510232,10867,2025-08-29,Direct,Delivered,Noida
510233,13582,2025-01-25,Direct,Delivered,Patna
510234,14145,2025-12-05,Affiliate,Delivered,Kolkata
510235,10201,2025-04-29,Organic,Delivered,Chennai
510236,10061,2024-11-27,Paid Search,Delivered,Ghaziabad
510237,12457,2024-06-01,Paid Search,Delivered,Patna
510238,14023,2025-10-24,Paid Search,Delivered,Indore
510239,13835,2024-02-11,Affiliate,Delivered,Kolkata
510240,10110,2024-02-01,Organic,Delivered,Indore
510241,14942,2024-01-23,Social,Delivered,Bhopal
510242,11422,2024-03-19,Direct,Delivered,Delhi
510243,11146,2024-06-29,Affiliate,Delivered,Gurugram
510244,11778,2024-12-24,Paid Search,Delivered,Gurugram
510245,13782,2024-07-21,Organic,Delivered,Lucknow
510246,11593,2024-11-27,Paid Search,Delivered,Hyderabad
510247,13235,2024-11-23,Social,Delivered,Indore
510248,11218,2024-11-16,Direct,Delivered,Lucknow
510249,10590,2024-02-13,Social,Delivered,Patna
510250,10541,2025-01-27,Paid Search,Delivered,Chandigarh
510251,12196,2024-08-07,Email,Delivered,Pune
510252,10016,2025-01-28,Paid Search,Delivered,Kochi
510253,12796,2024-02-14,Affiliate,Delivered,Kolkata
510254,13874,2025-09-28,Organic,Delivered,Delhi
510255,12816,2025-06-11,Paid Search,Delivered,Delhi
510256,12285,2024-09-09,Paid Search,Delivered,Pune
510257,10852,2024-09-19,Social,Delivered,Chennai
510258,10810,2024-08-19,Paid Search,Delivered,Mumbai
510259,10582,2025-12-25,Paid Search,Delivered,Bhopal
510260,10411,2025-05-28,Affiliate,Delivered,Chandigarh
510261,12815,2024-12-02,Organic,Delivered,Delhi
510262,11393,2025-04-19,Paid Search,Delivered,Hyderabad
510263,13311,2024-02-17,Organic,Delivered,Bhopal
510264,11772,2025-08-29,Paid Search,Delivered,Bengaluru
510265,11611,2025-03-11,Social,Delivered,Mumbai
510266,12308,2024-08-14,Organic,Delivered,Mumbai
510267,11815,2025-05-21,Organic,Cancelled,Indore
510268,10506,2024-01-05,Direct,Delivered,Gurugram
510269,10128,2024-12-24,Social,Delivered,Lucknow
510270,14900,2025-11-21,Direct,Delivered,Mumbai
510271,10538,2025-07-09,Affiliate,Delivered,Noida
510272,11344,2024-02-02,Organic,Delivered,Jaipur
510273,12029,2025-03-07,Social,Cancelled,Chennai
510274,12207,2025-05-12,Social,Delivered,Bengaluru
510275,13749,2025-01-19,Organic,Delivered,Delhi
510276,13546,2024-08-23,Organic,Delivered,Ghaziabad
510277,13032,2025-05-11,Paid Search,Delivered,Gurugram
510278,11551,2024-11-05,Paid Search,Delivered,Bengaluru
510279,14765,2025-11-24,Paid Search,Cancelled,Pune
510280,10413,2025-09-04,Paid Search,Delivered,Chennai
510281,11553,2025-10-26,Social,Delivered,Kochi
510282,11883,2024-11-02,Paid Search,Delivered,Bhopal
510283,11749,2025-05-10,Affiliate,Cancelled,Mumbai
510284,12765,2024-04-15,Organic,Delivered,Delhi
510285,10256,2025-07-04,Email,Delivered,Patna
510286,14209,2025-07-05,Affiliate,Delivered,Delhi
510287,10801,2025-07-20,Paid Search,Delivered,Hyderabad
510288,11840,2024-01-15,Paid Search,Delivered,Chandigarh
510289,12906,2024-11-29,Paid Search,Delivered,Bengaluru
510290,14448,2024-07-19,Paid Search,Delivered,Hyderabad
510291,12789,2025-10-30,Organic,Delivered,Gurugram
510292,12731,2025-01-28,Social,Delivered,Chennai
510293,11235,2025-03-22,Email,Delivered,Ghaziabad
510294,13588,2024-11-16,Paid Search,Delivered,Delhi
510295,12801,2024-03-24,Direct,Delivered,Kochi
510296,10151,2025-03-29,Direct,Delivered,Lucknow
510297,12098,2025-03-22,Paid Search,Delivered,Lucknow
510298,14479,2024-10-05,Affiliate,Cancelled,Ahmedabad
510299,14291,2025-04-05,Organic,Cancelled,Lucknow
510300,11068,2024-10-12,Affiliate,Delivered,Bhopal
510301,13703,2025-04-27,Affiliate,Delivered,Kochi
510302,11630,2024-09-11,Paid Search,Delivered,Mumbai
510303,13807,2025-07-19,Paid Search,Delivered,Jaipur
510304,12619,2025-10-10,Social,Delivered,Kochi
510305,11605,2024-12-20,Paid Search,Delivered,Chandigarh
510306,14800,2024-01-13,Social,Delivered,Delhi
510307,11209,2025-05-13,Direct,Delivered,Patna
510308,11729,2025-11-17,Paid Search,Delivered,Hyderabad
510309,14666,2025-06-02,Organic,Delivered,Bengaluru
510310,11103,2024-09-18,Social,Delivered,Bengaluru
510311,10988,2025-02-16,Email,Delivered,Chennai
510312,14804,2024-09-23,Social,Delivered,Chandigarh
510313,12418,2025-07-19,Organic,Delivered,Chennai
510314,14043,2025-06-14,Email,Delivered,Pune
510315,10445,2025-04-01,Organic,Delivered,Noida
510316,13318,2024-10-10,Paid Search,Delivered,Delhi
510317,10520,2024-05-06,Paid Search,Delivered,Kolkata
510318,12049,2025-03-26,Direct,Delivered,Lucknow
510319,11016,2024-09-03,Direct,Delivered,Ghaziabad
510320,12103,2025-10-22,Affiliate,Delivered,Chennai
510321,11959,2024-02-16,Affiliate,Delivered,Hyderabad
510322,14754,2025-09-10,Organic,Delivered,Ghaziabad
510323,13313,2025-07-23,Email,Delivered,Chennai
510324,10345,2025-01-11,Affiliate,Delivered,Jaipur
510325,12436,2025-12-27,Affiliate,Delivered,Kochi
510326,13788,2025-06-07,Affiliate,Delivered,Mumbai
510327,12463,2024-01-31,Organic,Delivered,Patna
510328,13006,2024-10-13,Paid Search,Delivered,Patna
510329,12565,2025-09-06,Affiliate,Delivered,Kochi
510330,14843,2025-07-21,Organic,Delivered,Chennai
510331,13285,2024-04-27,Organic,Delivered,Ahmedabad
510332,12793,2024-05-04,Direct,Delivered,Delhi
510333,14712,2025-11-06,Direct,Cancelled,Ahmedabad
510334,11403,2024-02-03,Paid Search,Delivered,Noida
510335,13773,2025-11-25,Organic,Delivered,Indore
510336,13900,2025-01-30,Paid Search,Delivered,Indore
510337,11851,2025-08-13,Organic,Delivered,Hyderabad
510338,14929,2024-06-06,Organic,Delivered,Jaipur
510339,11477,2024-09-08,Organic,Delivered,Delhi
510340,14538,2025-06-16,Direct,Delivered,Bhopal
510341,10094,2024-04-28,Paid Search,Delivered,Chandigarh
510342,11474,2024-03-15,Organic,Delivered,Mumbai
510343,11528,2025-03-21,Email,Delivered,Patna
510344,11732,2024-01-07,Organic,Delivered,Pune
510345,12183,2025-11-17,Direct,Delivered,Bhopal
510346,13775,2025-05-08,Paid Search,Delivered,Ghaziabad
510347,12151,2025-06-05,Paid Search,Delivered,Ghaziabad
510348,12991,2025-01-01,Paid Search,Delivered,Chandigarh
510349,10573,2025-03-31,Organic,Delivered,Chennai
510350,10059,2025-11-26,Organic,Delivered,Mumbai
510351,11972,2024-01-04,Direct,Delivered,Chandigarh
510352,10710,2024-06-29,Direct,Delivered,Ghaziabad
510353,10546,2025-05-24,Direct,Delivered,Ghaziabad
510354,10428,2024-03-31,Email,Delivered,Chandigarh
510355,11364,2024-06-28,Organic,Delivered,Chandigarh
510356,10894,2024-01-17,Direct,Delivered,Bengaluru
510357,10725,2024-02-10,Email,Delivered,Bengaluru
510358,11525,2024-11-20,Paid Search,Delivered,Bengaluru
510359,11274,2025-04-27,Affiliate,Delivered,Kolkata
510360,14836,2024-03-14,Social,Delivered,Lucknow
510361,13196,2025-12-19,Email,Delivered,Gurugram
510362,13383,2025-07-20,Affiliate,Delivered,Ahmedabad
510363,13432,2025-04-29,Direct,Delivered,Delhi
510364,10274,2024-02-22,Affiliate,Delivered,Ahmedabad
510365,12469,2025-01-14,Direct,Delivered,Lucknow
510366,13037,2025-11-04,Social,Delivered,Bhopal
510367,14696,2024-06-22,Paid Search,Delivered,Chennai
510368,12184,2025-01-30,Email,Delivered,Mumbai
510369,11370,2025-02-16,Social,Delivered,Lucknow
510370,13771,2025-05-24,Organic,Delivered,Chandigarh
510371,10924,2025-11-02,Social,Delivered,Jaipur
510372,14420,2024-04-05,Paid Search,Delivered,Indore
510373,11784,2024-02-15,Paid Search,Delivered,Chennai
510374,10327,2024-03-06,Email,Delivered,Kolkata
510375,11762,2024-07-14,Direct,Delivered,Kochi
510376,14900,2024-09-15,Organic,Delivered,Gurugram
510377,12164,2025-10-04,Affiliate,Delivered,Bhopal
510378,10290,2025-01-15,Organic,Delivered,Noida
510379,11864,2025-06-28,Social,Delivered,Chennai
510380,13662,2025-02-24,Direct,Delivered,Chennai
510381,10272,2025-11-27,Direct,Delivered,Chennai
510382,14516,2024-08-29,Paid Search,Delivered,Lucknow
510383,13765,2025-05-04,Affiliate,Delivered,Kolkata
510384,13759,2024-07-18,Direct,Delivered,Mumbai
510385,13765,2024-06-19,Organic,Delivered,Kolkata
510386,10754,2025-12-18,Paid Search,Delivered,Indore
510387,14009,2024-01-18,Affiliate,Delivered,Noida
510388,11040,2024-07-18,Organic,Delivered,Mumbai
510389,10769,2024-10-09,Email,Delivered,Kolkata
510390,10206,2024-04-10,Paid Search,Delivered,Pune
510391,10718,2025-07-18,Social,Delivered,Delhi
510392,10656,2024-09-19,Paid Search,Delivered,Ahmedabad
510393,14421,2024-12-01,Organic,Delivered,Ahmedabad
510394,10306,2024-08-10,Paid Search,Cancelled,Jaipur
510395,13237,2025-10-13,Direct,Delivered,Chandigarh
510396,10269,2024-11-04,Email,Delivered,Lucknow
510397,14807,2025-07-29,Social,Delivered,Chennai
510398,12811,2025-03-31,Email,Delivered,Noida
510399,12574,2025-11-29,Organic,Delivered,Hyderabad
510400,10384,2025-03-16,Organic,Delivered,Patna
510401,14341,2025-12-21,Social,Delivered,Noida
510402,12126,2025-05-25,Organic,Cancelled,Jaipur
510403,10701,2024-02-13,Organic,Delivered,Chennai
510404,13549,2024-04-24,Email,Cancelled,Ghaziabad
510405,14721,2025-07-31,Direct,Delivered,Bengaluru
510406,10076,2024-02-03,Paid Search,Delivered,Mumbai
510407,11010,2024-05-18,Paid Search,Delivered,Ghaziabad
510408,13195,2025-08-01,Email,Delivered,Bhopal
510409,10312,2024-09-16,Affiliate,Delivered,Bhopal
510410,13786,2024-06-07,Paid Search,Delivered,Kolkata
510411,13051,2024-05-24,Affiliate,Delivered,Noida
510412,12684,2024-08-18,Direct,Delivered,Noida
510413,11640,2025-09-04,Organic,Delivered,Pune
510414,12378,2024-11-29,Organic,Delivered,Kochi
510415,10414,2025-11-28,Email,Delivered,Bengaluru
510416,13655,2025-06-07,Organic,Delivered,Chandigarh
510417,13071,2024-07-15,Paid Search,Delivered,Bhopal
510418,12649,2024-04-29,Direct,Delivered,Ahmedabad
510419,13918,2025-11-20,Email,Delivered,Noida
510420,12547,2025-10-21,Email,Cancelled,Jaipur
510421,12016,2024-03-30,Email,Delivered,Mumbai
510422,14010,2024-08-23,Social,Delivered,Bengaluru
510423,14675,2025-06-27,Affiliate,Delivered,Pune
510424,14188,2025-12-19,Direct,Delivered,Ghaziabad
510425,12556,2025-10-22,Affiliate,Delivered,Indore
510426,11843,2024-07-27,Social,Delivered,Lucknow
510427,10654,2025-10-17,Affiliate,Delivered,Gurugram
510428,12078,2025-06-14,Affiliate,Delivered,Noida
510429,14159,2024-12-04,Social,Delivered,Gurugram
510430,14004,2024-10-02,Paid Search,Delivered,Chennai
510431,10642,2025-08-17,Paid Search,Delivered,Hyderabad
510432,12725,2025-09-03,Social,Delivered,Gurugram
510433,13346,2025-10-30,Organic,Delivered,Noida
510434,13435,2024-12-04,Organic,Delivered,Pune
510435,14377,2024-07-13,Organic,Cancelled,Bengaluru
510436,10376,2025-09-28,Organic,Delivered,Jaipur
510437,12324,2024-08-09,Social,Delivered,Lucknow
510438,10477,2025-07-05,Email,Delivered,Bengaluru
510439,13625,2025-01-07,Email,Delivered,Kochi
510440,12660,2025-03-04,Email,Delivered,Gurugram
510441,12163,2024-06-02,Paid Search,Delivered,Gurugram
510442,14097,2024-07-01,Affiliate,Delivered,Hyderabad
510443,14232,2025-04-22,Affiliate,Delivered,Chandigarh
510444,11583,2024-07-08,Email,Delivered,Noida
510445,14079,2025-05-04,Affiliate,Delivered,Gurugram
510446,14804,2025-12-25,Paid Search,Cancelled,Indore
510447,10260,2024-03-01,Social,Delivered,Lucknow
510448,13802,2025-11-07,Affiliate,Delivered,Noida
510449,10578,2024-05-05,Organic,Delivered,Bengaluru
510450,13909,2024-04-11,Paid Search,Delivered,Noida
510451,13399,2025-09-01,Social,Delivered,Patna
510452,14171,2024-05-29,Paid Search,Delivered,Bhopal
510453,12871,2025-04-18,Direct,Delivered,Hyderabad
510454,11273,2024-03-19,Affiliate,Delivered,Kochi
510455,13478,2024-03-04,Organic,Delivered,Ahmedabad
510456,11652,2024-05-27,Social,Cancelled,Hyderabad
510457,10156,2025-01-15,Affiliate,Delivered,Noida
510458,10593,2024-07-31,Email,Delivered,Jaipur
510459,14352,2024-06-12,Social,Delivered,Ahmedabad
510460,11902,2025-09-04,Organic,Delivered,Kolkata
510461,10720,2024-05-07,Direct,Delivered,Chandigarh
510462,10180,2024-03-10,Paid Search,Delivered,Mumbai
510463,10206,2024-03-21,Organic,Delivered,Jaipur
510464,13758,2025-10-06,Organic,Delivered,Kolkata
510465,10653,2024-12-13,Affiliate,Delivered,Gurugram
510466,14013,2025-12-11,Email,Delivered,Gurugram
510467,12796,2025-08-13,Paid Search,Delivered,Patna
510468,11069,2024-07-24,Social,Delivered,Bhopal
510469,14505,2025-07-31,Direct,Delivered,Patna
510470,12450,2024-11-29,Social,Delivered,Indore
510471,11972,2025-02-13,Paid Search,Delivered,Ghaziabad
510472,13360,2025-01-21,Paid Search,Delivered,Delhi
510473,13290,2025-07-08,Organic,Delivered,Bhopal
510474,13713,2024-05-30,Direct,Delivered,Ahmedabad
510475,13073,2024-02-13,Organic,Delivered,Kolkata
510476,14848,2025-06-18,Organic,Delivered,Kochi
510477,12080,2025-11-28,Organic,Delivered,Lucknow
510478,11004,2025-02-27,Organic,Delivered,Lucknow
510479,10635,2024-03-26,Paid Search,Delivered,Pune
510480,11234,2024-03-23,Direct,Delivered,Kochi
510481,13867,2025-02-02,Organic,Delivered,Kolkata
510482,14270,2025-10-16,Organic,Delivered,Kolkata
510483,11459,2025-03-24,Paid Search,Delivered,Chandigarh
510484,10487,2024-08-08,Direct,Delivered,Ahmedabad
510485,13601,2025-03-29,Direct,Delivered,Patna
510486,13930,2024-04-24,Direct,Delivered,Jaipur
510487,10276,2024-12-16,Organic,Delivered,Gurugram
510488,10667,2025-12-18,Email,Delivered,Bhopal
510489,11677,2025-04-05,Email,Delivered,Kochi
510490,12323,2024-03-16,Organic,Delivered,Pune
510491,10553,2024-05-27,Email,Delivered,Kolkata
510492,12962,2024-02-13,Email,Delivered,Ahmedabad
510493,12484,2024-10-20,Email,Delivered,Jaipur
510494,13840,2024-06-22,Organic,Delivered,Indore
510495,14765,2025-12-17,Paid Search,Delivered,Kochi
510496,10573,2024-08-21,Social,Delivered,Pune
510497,12262,2024-01-26,Organic,Delivered,Delhi
510498,14121,2024-11-13,Organic,Delivered,Ahmedabad
510499,10047,2025-06-22,Email,Delivered,Mumbai
510500,14253,2025-05-15,Organic,Delivered,Bhopal
510501,11984,2025-12-15,Organic,Delivered,Chandigarh
510502,13968,2024-09-24,Organic,Delivered,Kolkata
510503,13007,2025-01-17,Organic,Delivered,Ahmedabad
510504,14687,2025-02-12,Paid Search,Delivered,Lucknow
510505,10752,2024-01-18,Affiliate,Delivered,Chandigarh
510506,14362,2024-01-05,Affiliate,Delivered,Mumbai
510507,12832,2025-08-04,Organic,Delivered,Kolkata
510508,13840,2024-10-08,Social,Delivered,Kochi
510509,13865,2025-05-18,Organic,Delivered,Ahmedabad
510510,12897,2025-11-21,Organic,Delivered,Ghaziabad
510511,12264,2024-06-27,Affiliate,Delivered,Chennai
510512,14044,2025-07-20,Direct,Delivered,Kochi
510513,12530,2024-06-05,Paid Search,Delivered,Ghaziabad
510514,14877,2025-06-25,Affiliate,Delivered,Indore
510515,13334,2024-04-26,Paid Search,Delivered,Kochi
510516,13187,2024-08-10,Affiliate,Delivered,Chandigarh
510517,12914,2024-12-09,Social,Delivered,Hyderabad
510518,11214,2024-12-22,Social,Delivered,Bengaluru
510519,13744,2024-01-23,Affiliate,Delivered,Pune
510520,11240,2025-09-09,Email,Delivered,Jaipur
510521,13077,2024-01-05,Direct,Delivered,Pune
510522,13980,2025-10-05,Paid Search,Delivered,Delhi
510523,12256,2024-05-30,Direct,Delivered,Bengaluru
510524,14948,2025-06-03,Affiliate,Delivered,Noida
510525,10819,2025-06-04,Social,Delivered,Delhi
510526,11052,2024-11-29,Social,Delivered,Kochi
510527,11517,2025-01-27,Direct,Delivered,Chennai
510528,14851,2024-02-23,Social,Delivered,Kolkata
510529,12671,2025-10-20,Paid Search,Delivered,Pune
510530,11342,2024-03-28,Organic,Delivered,Kolkata
510531,14829,2025-04-26,Paid Search,Delivered,Ghaziabad
510532,12065,2024-01-01,Organic,Delivered,Pune
510533,11333,2025-06-29,Organic,Delivered,Lucknow
510534,14541,2024-09-19,Email,Delivered,Noida
510535,10773,2024-12-18,Paid Search,Delivered,Indore
510536,14810,2024-01-18,Organic,Delivered,Patna
510537,10228,2024-06-09,Paid Search,Delivered,Chennai
510538,12835,2024-11-14,Organic,Delivered,Noida
510539,12912,2025-06-08,Social,Delivered,Mumbai
510540,14751,2025-03-12,Paid Search,Delivered,Chandigarh
510541,14649,2024-07-09,Direct,Delivered,Ahmedabad
510542,14213,2025-03-11,Social,Delivered,Kolkata
510543,14580,2024-06-12,Affiliate,Delivered,Bhopal
510544,14332,2025-02-09,Paid Search,Delivered,Kolkata
510545,12565,2025-01-30,Affiliate,Delivered,Pune
510546,14342,2024-06-14,Affiliate,Delivered,Chennai
510547,13857,2024-05-26,Direct,Delivered,Gurugram
510548,11932,2025-01-14,Email,Delivered,Mumbai
510549,14402,2025-03-05,Direct,Delivered,Patna
510550,10154,2025-12-17,Direct,Delivered,Bhopal
510551,10515,2024-12-28,Direct,Delivered,Mumbai
510552,10824,2024-11-21,Social,Delivered,Chandigarh
510553,12675,2024-12-13,Organic,Delivered,Delhi
510554,10373,2025-10-01,Social,Delivered,Bengaluru
510555,11125,2024-08-12,Direct,Delivered,Ghaziabad
510556,11212,2024-10-05,Direct,Delivered,Lucknow
510557,11213,2024-09-26,Direct,Delivered,Indore
510558,10277,2025-03-31,Paid Search,Delivered,Ghaziabad
510559,11122,2025-05-26,Affiliate,Delivered,Mumbai
510560,11385,2024-12-18,Social,Delivered,Bhopal
510561,13794,2024-07-11,Email,Delivered,Pune
510562,12945,2025-05-18,Paid Search,Delivered,Bengaluru
510563,11574,2024-07-20,Paid Search,Delivered,Ahmedabad
510564,10706,2025-10-17,Paid Search,Delivered,Bengaluru
510565,12568,2025-04-01,Paid Search,Delivered,Chennai
510566,11579,2024-11-18,Paid Search,Delivered,Chennai
510567,13486,2024-06-19,Email,Delivered,Patna
510568,11121,2025-07-07,Organic,Delivered,Chennai
510569,14985,2025-03-21,Email,Delivered,Noida
510570,10476,2025-10-07,Organic,Cancelled,Bengaluru
510571,14175,2025-05-31,Organic,Delivered,Bengaluru
510572,13381,2025-07-31,Paid Search,Delivered,Bhopal
510573,13366,2024-03-08,Organic,Delivered,Ahmedabad
510574,14466,2024-01-18,Direct,Delivered,Kochi
510575,12258,2025-04-26,Affiliate,Delivered,Chennai
510576,13580,2024-01-01,Email,Delivered,Ghaziabad
510577,12642,2025-10-13,Email,Delivered,Delhi
510578,13422,2025-10-07,Email,Delivered,Chandigarh
510579,12765,2025-03-03,Affiliate,Delivered,Bhopal
510580,14916,2025-06-17,Social,Delivered,Lucknow
510581,11617,2024-11-04,Organic,Delivered,Gurugram
510582,13657,2025-12-01,Direct,Delivered,Ghaziabad
510583,10832,2024-01-27,Social,Delivered,Lucknow
510584,10236,2024-08-01,Direct,Delivered,Bhopal
510585,13517,2025-05-25,Direct,Delivered,Chandigarh
510586,11092,2025-07-30,Paid Search,Delivered,Bhopal
510587,10079,2024-06-26,Direct,Delivered,Chennai
510588,13188,2025-08-08,Organic,Delivered,Pune
510589,13060,2024-12-02,Email,Delivered,Mumbai
510590,13196,2025-09-18,Email,Delivered,Indore
510591,12271,2024-07-14,Direct,Delivered,Ahmedabad
510592,14163,2025-05-20,Social,Delivered,Delhi
510593,10065,2024-05-31,Paid Search,Delivered,Kochi
510594,10795,2024-04-11,Organic,Delivered,Bengaluru
510595,11883,2025-05-30,Social,Delivered,Kochi
510596,14907,2025-05-12,Social,Cancelled,Pune
510597,13603,2024-08-02,Paid Search,Delivered,Ghaziabad
510598,12582,2025-03-17,Email,Delivered,Jaipur
510599,14747,2025-11-19,Social,Cancelled,Jaipur
510600,14603,2024-08-31,Organic,Delivered,Chennai
510601,10526,2025-01-01,Organic,Delivered,Ahmedabad
510602,12647,2024-06-01,Direct,Delivered,Bhopal
510603,14757,2025-01-13,Affiliate,Delivered,Pune
510604,10935,2025-10-09,Social,Delivered,Lucknow
510605,10790,2025-04-09,Social,Delivered,Patna
510606,11756,2024-04-13,Organic,Delivered,Ahmedabad
510607,14846,2025-06-25,Paid Search,Delivered,Kochi
510608,11106,2024-11-04,Affiliate,Delivered,Indore
510609,13178,2024-01-14,Organic,Delivered,Noida
510610,11322,2025-03-31,Organic,Delivered,Gurugram
510611,13685,2024-08-06,Social,Delivered,Chandigarh
510612,14452,2025-12-11,Direct,Delivered,Chandigarh
510613,10204,2025-12-28,Paid Search,Delivered,Chennai
510614,11887,2025-05-05,Email,Delivered,Pune
510615,12895,2025-04-06,Direct,Delivered,Patna
510616,10914,2024-08-10,Direct,Delivered,Pune
510617,13175,2024-02-21,Social,Delivered,Gurugram
510618,11823,2024-02-14,Paid Search,Delivered,Pune
510619,10177,2024-12-05,Social,Delivered,Kolkata
510620,13087,2024-08-20,Direct,Delivered,Indore
510621,10191,2025-12-03,Email,Delivered,Ghaziabad
510622,11005,2024-08-02,Direct,Delivered,Kolkata
510623,10819,2024-06-05,Social,Cancelled,Ghaziabad
510624,10255,2025-08-21,Organic,Delivered,Bengaluru
510625,12057,2025-09-02,Paid Search,Delivered,Pune
510626,14361,2024-10-02,Direct,Delivered,Lucknow
510627,11528,2024-02-29,Organic,Delivered,Bhopal
510628,11197,2024-03-12,Email,Delivered,Hyderabad
510629,14035,2025-01-15,Paid Search,Delivered,Ahmedabad
510630,14682,2025-09-27,Paid Search,Delivered,Noida
510631,11507,2024-10-09,Social,Delivered,Chennai
510632,10236,2024-01-14,Paid Search,Delivered,Lucknow
510633,13803,2024-10-01,Direct,Delivered,Gurugram
510634,13255,2024-01-03,Paid Search,Delivered,Chennai
510635,14988,2024-11-05,Affiliate,Delivered,Chennai
510636,13327,2024-12-13,Organic,Delivered,Patna
510637,14650,2025-06-18,Paid Search,Delivered,Gurugram
510638,10781,2024-02-20,Organic,Delivered,Ahmedabad
510639,10825,2024-12-17,Organic,Delivered,Pune
510640,13327,2024-05-09,Social,Delivered,Lucknow
510641,13740,2024-12-06,Paid Search,Delivered,Bhopal
510642,11939,2025-12-21,Organic,Delivered,Gurugram
510643,12155,2025-06-25,Direct,Delivered,Lucknow
510644,11909,2025-09-09,Email,Delivered,Ghaziabad
510645,10240,2024-01-29,Direct,Delivered,Bengaluru
510646,14388,2025-07-12,Affiliate,Delivered,Delhi
510647,14537,2025-09-25,Social,Delivered,Gurugram
510648,14763,2025-05-05,Social,Delivered,Jaipur
510649,12522,2025-07-25,Direct,Delivered,Patna
510650,10851,2024-02-04,Paid Search,Delivered,Patna
510651,12021,2025-06-24,Social,Delivered,Kochi
510652,13421,2025-09-03,Paid Search,Delivered,Patna
510653,10867,2024-06-17,Paid Search,Delivered,Noida
510654,10774,2024-12-10,Direct,Delivered,Bengaluru
510655,14963,2024-11-04,Paid Search,Delivered,Ghaziabad
510656,10176,2024-03-12,Organic,Delivered,Pune
510657,12992,2024-04-03,Email,Delivered,Bhopal
510658,10748,2024-08-07,Direct,Delivered,Chennai
510659,10110,2024-03-20,Direct,Delivered,Bhopal
510660,13174,2025-01-01,Email,Delivered,Patna
510661,10920,2024-02-10,Paid Search,Delivered,Jaipur
510662,13633,2024-01-11,Social,Delivered,Kochi
510663,14123,2025-04-04,Organic,Delivered,Ahmedabad
510664,12536,2024-07-03,Organic,Delivered,Ahmedabad
510665,10835,2024-10-03,Direct,Delivered,Patna
510666,14759,2024-09-02,Direct,Delivered,Gurugram
510667,11862,2024-12-08,Paid Search,Delivered,Hyderabad
510668,13821,2024-12-05,Paid Search,Delivered,Hyderabad
510669,10965,2024-04-07,Direct,Delivered,Lucknow
510670,10809,2024-01-02,Paid Search,Delivered,Ghaziabad
510671,13372,2024-11-19,Paid Search,Delivered,Noida
510672,11040,2025-02-17,Organic,Delivered,Delhi
510673,12665,2025-07-15,Paid Search,Delivered,Bengaluru
510674,12981,2024-05-24,Paid Search,Delivered,Mumbai
510675,10612,2024-03-02,Affiliate,Delivered,Indore
510676,11667,2025-03-12,Paid Search,Delivered,Ahmedabad
510677,10967,2025-10-21,Social,Delivered,Kolkata
510678,10005,2024-06-23,Paid Search,Delivered,Bhopal
510679,14746,2024-03-03,Paid Search,Delivered,Kochi
510680,10122,2024-10-21,Paid Search,Delivered,Delhi
510681,14148,2025-02-13,Social,Delivered,Bhopal
510682,12041,2025-03-31,Paid Search,Delivered,Pune
510683,11385,2024-03-23,Organic,Delivered,Chandigarh
510684,12619,2025-04-24,Direct,Delivered,Ghaziabad
510685,14580,2024-09-07,Paid Search,Delivered,Bengaluru
510686,13267,2024-01-23,Affiliate,Delivered,Pune
510687,10403,2025-11-05,Direct,Cancelled,Ahmedabad
510688,13816,2025-01-26,Organic,Delivered,Delhi
510689,13818,2024-08-11,Organic,Delivered,Kolkata
510690,14844,2025-08-19,Organic,Delivered,Lucknow
510691,11011,2025-08-05,Direct,Delivered,Noida
510692,14195,2024-05-30,Social,Delivered,Bengaluru
510693,11851,2025-12-03,Paid Search,Delivered,Gurugram
510694,11780,2025-01-23,Organic,Delivered,Pune
510695,13166,2024-07-10,Organic,Delivered,Lucknow
510696,12674,2024-11-23,Social,Delivered,Patna
510697,11149,2024-05-17,Email,Delivered,Jaipur
510698,11080,2025-09-13,Paid Search,Delivered,Noida
510699,13252,2024-07-15,Paid Search,Delivered,Patna
510700,14844,2024-11-16,Affiliate,Delivered,Chandigarh
510701,11148,2024-02-20,Direct,Delivered,Kolkata
510702,12678,2025-11-20,Paid Search,Delivered,Bengaluru
510703,11535,2024-08-09,Affiliate,Delivered,Ahmedabad
510704,11249,2025-04-21,Direct,Delivered,Chandigarh
510705,13977,2024-09-15,Paid Search,Delivered,Ahmedabad
510706,13621,2025-02-14,Organic,Delivered,Hyderabad
510707,12398,2025-02-13,Paid Search,Delivered,Delhi
510708,12440,2024-08-01,Organic,Delivered,Bhopal
510709,12128,2024-11-11,Organic,Delivered,Chennai
510710,14984,2025-03-12,Affiliate,Delivered,Gurugram
510711,14731,2024-06-07,Direct,Delivered,Bhopal
510712,10374,2024-04-05,Email,Delivered,Gurugram
510713,14081,2024-05-10,Direct,Delivered,Delhi
510714,11678,2024-10-31,Direct,Delivered,Hyderabad
