return_id,order_id,return_date,return_reason,refund_status,refund_amount
800955,511014,2025-02-20,Quality Issue,Processing,5837.64
800956,517845,2024-09-19,Size Issue,Refunded,2708.2
800957,508760,2024-05-29,Size Issue,Refunded,67819.4
800958,511120,2025-12-18,Quality Issue,Refunded,8505.63
800959,517290,2025-11-18,Damaged,Refunded,12349.29
800960,514972,2025-10-30,Changed Mind,Refunded,34077.16
800961,512261,2025-06-17,Size Issue,Refunded,873.69
800962,509087,2024-03-27,Quality Issue,Refunded,1482.92
800963,517250,2025-01-31,Damaged,Refunded,30012.12
800964,508926,2024-03-21,Quality Issue,Refunded,6728.07
800965,508020,2024-04-08,Quality Issue,Refunded,30400.17
800966,500537,2025-01-15,Wrong Item,Refunded,7196.76
800967,511751,2024-02-27,Size Issue,Refunded,505.21
800968,516238,2024-02-06,Size Issue,Refunded,13600.08
800969,509134,2024-06-09,Size Issue,Refunded,14504.06
800970,507145,2024-07-17,Size Issue,Refunded,1063.77
800971,513905,2025-09-19,Size Issue,Refunded,506.86
800972,500024,2025-07-14,Damaged,Refunded,3122.73
800973,504448,2025-11-20,Size Issue,Refunded,5514.59
800974,513229,2025-02-21,Changed Mind,Refunded,1014.76
800975,501658,2024-03-20,Damaged,Refunded,1323.57
800976,503641,2025-08-13,Quality Issue,Refunded,305.94
800977,500791,2024-09-25,Quality Issue,Refunded,11510.05
800978,515577,2025-06-17,Quality Issue,Refunded,4287.17
800979,516462,2024-12-17,Wrong Item,Refunded,22916.64
800980,501636,2025-07-17,Wrong Item,Refunded,7324.52
800981,502396,2024-07-11,Size Issue,Refunded,7464.94
800982,502792,2025-05-18,Wrong Item,Refunded,6219.4
800983,510592,2025-06-12,Changed Mind,Refunded,4895.43
800984,511606,2024-12-22,Wrong Item,Processing,3500.34
800985,509127,2025-04-20,Damaged,Processing,908.77
800986,506522,2025-12-12,Size Issue,Refunded,4907.01
800987,506515,2025-07-06,Size Issue,Refunded,76326.21
800988,508400,2025-06-16,Size Issue,Refunded,2814.05
800989,503455,2025-08-08,Changed Mind,Refunded,24676.43
800990,504473,2025-04-12,Wrong Item,Refunded,1883.81
800991,510554,2025-10-07,Size Issue,Refunded,86281.31
800992,514430,2024-01-22,Damaged,Refunded,1088.72
800993,505708,2024-05-22,Size Issue,Processing,26007.88
800994,509562,2026-01-04,Size Issue,Processing,31582.88
800995,507861,2024-07-24,Size Issue,Refunded,78885.04
800996,507258,2025-07-15,Changed Mind,Refunded,5217.32
800997,515167,2024-12-06,Changed Mind,Refunded,23271.56
800998,511956,2024-11-21,Wrong Item,Refunded,10651.96
800999,506642,2025-02-22,Quality Issue,Refunded,2787.49
801000,511245,2024-06-26,Changed Mind,Refunded,7187.62
801001,509316,2024-10-23,Wrong Item,Refunded,8672.63
801002,511638,2024-02-02,Changed Mind,Refunded,19570.2
801003,515588,2025-11-11,Size Issue,Processing,2391.61
801004,501234,2024-05-04,Size Issue,Refunded,3723.56
801005,513075,2024-05-28,Size Issue,Refunded,30949.82
801006,515901,2025-02-07,Size Issue,Refunded,39327.31
801007,509913,2024-11-08,Changed Mind,Refunded,8785.52
801008,512605,2024-09-09,Size Issue,Refunded,7683.3
801009,509774,2025-07-03,Wrong Item,Refunded,999.89
801010,511807,2024-09-10,Quality Issue,Refunded,16673.94
801011,515036,2024-09-12,Wrong Item,Refunded,13738.27
801012,514223,2025-05-23,Size Issue,Refunded,8065.82
801013,515799,2025-04-19,Size Issue,Refunded,4544.85
801014,504486,2024-10-16,Quality Issue,Refunded,9139.42
801015,500620,2025-07-16,Damaged,Refunded,21431.95
801016,511861,2025-09-19,Quality Issue,Refunded,5835.61
801017,504454,2025-12-18,Wrong Item,Refunded,11958.05
801018,503968,2025-04-08,Quality Issue,Refunded,942.69
801019,514866,2025-03-27,Size Issue,Refunded,4347.92
801020,502660,2024-08-23,Quality Issue,Refunded,4915.0
801021,517749,2024-12-07,Size Issue,Refunded,2168.5
801022,513095,2024-09-01,Changed Mind,Refunded,32527.67
801023,517182,2024-07-20,Damaged,Refunded,23229.62
801024,516951,2025-04-14,Quality Issue,Refunded,12719.53
801025,501083,2025-03-06,Quality Issue,Refunded,66474.43
801026,515529,2025-05-24,Wrong Item,Refunded,15616.32
801027,511259,2024-06-01,Size Issue,Refunded,8105.99
801028,507318,2025-05-11,Wrong Item,Refunded,125479.5
801029,512361,2025-04-17,Changed Mind,Refunded,4903.28
801030,517058,2024-07-24,Size Issue,Processing,16836.18
801031,506362,2025-07-04,Quality Issue,Refunded,63455.79
801032,516240,2024-05-22,Size Issue,Refunded,29305.27
801033,503904,2024-05-09,Quality Issue,Refunded,27548.59
801034,500413,2025-12-16,Damaged,Processing,1736.97
801035,507443,2024-02-19,Changed Mind,Refunded,2128.62
801036,514631,2024-04-12,Damaged,Refunded,7779.44
801037,517432,2024-11-10,Quality Issue,Refunded,25443.67
801038,501888,2025-09-08,Size Issue,Refunded,19781.24
801039,511895,2024-08-07,Wrong Item,Refunded,998.08
801040,501319,2024-05-25,Quality Issue,Refunded,41646.43
801041,501997,2025-11-05,Changed Mind,Refunded,48561.83
801042,502897,2025-03-04,Quality Issue,Refunded,21001.43
801043,502607,2025-03-11,Size Issue,Refunded,1006.37
801044,505213,2025-08-26,Quality Issue,Refunded,9504.19
801045,500503,2024-05-09,Changed Mind,Refunded,6163.1
801046,514220,2024-03-15,Size Issue,Refunded,2533.11
801047,512853,2025-01-12,Size Issue,Refunded,2296.98
801048,505968,2024-11-03,Quality Issue,Refunded,14448.43
801049,510872,2024-06-17,Damaged,Refunded,844.98
801050,511137,2025-12-06,Size Issue,Refunded,419.53
801051,506964,2025-09-14,Size Issue,Refunded,3631.13
801052,517949,2024-07-05,Changed Mind,Refunded,1438.51
801053,501166,2025-08-26,Damaged,Refunded,10596.61
801054,508160,2025-01-01,Size Issue,Refunded,13858.5
801055,513201,2024-05-31,Damaged,Refunded,9873.45
801056,511358,2025-09-10,Quality Issue,Refunded,4100.83
801057,511875,2025-03-16,Quality Issue,Refunded,3943.51
801058,500587,2025-12-28,Size Issue,Refunded,436.14
801059,511730,2024-03-11,Changed Mind,Refunded,3457.98
801060,512819,2025-12-31,Quality Issue,Refunded,928.12
801061,503562,2024-05-15,Size Issue,Refunded,23919.2
801062,511804,2024-02-13,Changed Mind,Refunded,5107.53
801063,504326,2024-12-08,Quality Issue,Refunded,23518.77
801064,502066,2025-07-17,Quality Issue,Refunded,8225.48
801065,509474,2024-03-12,Quality Issue,Refunded,10373.07
801066,508514,2024-12-29,Wrong Item,Processing,46083.65
801067,514638,2024-08-08,Wrong Item,Refunded,3825.49
801068,508755,2024-05-06,Quality Issue,Refunded,9347.59
801069,509751,2025-02-27,Damaged,Refunded,3937.9
801070,502698,2025-02-22,Size Issue,Refunded,244.75
801071,515069,2024-01-22,Changed Mind,Refunded,35192.83
801072,507808,2025-10-08,Wrong Item,Processing,64413.1
801073,509600,2024-10-03,Size Issue,Refunded,16455.34
801074,506837,2025-06-16,Wrong Item,Refunded,12999.87
801075,517072,2025-05-24,Size Issue,Processing,2008.7
801076,502047,2025-07-23,Wrong Item,Refunded,126760.11
801077,512621,2025-02-11,Size Issue,Refunded,67230.53
801078,504668,2024-04-18,Quality Issue,Refunded,2932.58
801079,507231,2025-11-19,Quality Issue,Refunded,13775.88
801080,509872,2024-08-02,Size Issue,Refunded,5307.01
801081,502268,2025-07-19,Wrong Item,Refunded,19899.14
801082,508221,2025-07-18,Quality Issue,Refunded,8042.63
801083,505336,2024-02-21,Size Issue,Processing,45320.58
801084,511821,2025-10-23,Changed Mind,Refunded,3458.17
801085,513310,2024-04-30,Damaged,Refunded,13746.94
801086,500264,2024-03-07,Quality Issue,Refunded,2053.18
801087,502860,2024-08-06,Size Issue,Refunded,34874.75
801088,511046,2024-09-26,Quality Issue,Refunded,6435.85
801089,517480,2025-02-18,Size Issue,Refunded,5768.56
801090,503747,2024-06-13,Size Issue,Refunded,2012.73
801091,509957,2025-11-09,Damaged,Processing,9708.03
801092,502626,2024-01-21,Damaged,Refunded,26587.13
801093,504990,2024-04-16,Size Issue,Refunded,2529.18
801094,510134,2024-08-22,Changed Mind,Refunded,32685.88
801095,517029,2025-03-25,Size Issue,Refunded,937.26
801096,503590,2024-10-07,Quality Issue,Refunded,6993.14
801097,500818,2024-09-25,Quality Issue,Refunded,9459.7
801098,509369,2025-04-12,Damaged,Refunded,1825.69
801099,509402,2025-09-19,Quality Issue,Refunded,65955.32
801100,508260,2025-04-11,Quality Issue,Refunded,27853.03
801101,502463,2025-11-21,Quality Issue,Refunded,767.73
801102,513994,2025-07-26,Size Issue,Refunded,3549.28
801103,503130,2025-06-11,Changed Mind,Refunded,27504.14
801104,517354,2025-03-13,Quality Issue,Refunded,1323.99
801105,510838,2025-03-25,Size Issue,Refunded,36987.22
801106,514645,2024-06-04,Quality Issue,Refunded,3210.62
801107,507912,2025-08-15,Quality Issue,Refunded,71913.13
801108,511967,2024-09-04,Damaged,Processing,3723.56
801109,500119,2025-08-24,Changed Mind,Refunded,76115.43
801110,511635,2025-08-04,Damaged,Refunded,6243.28
801111,504140,2024-05-13,Quality Issue,Refunded,3824.06
801112,517560,2025-04-16,Wrong Item,Processing,19398.47
801113,504113,2024-03-23,Quality Issue,Refunded,3057.39
801114,502454,2025-06-13,Size Issue,Refunded,6657.52
801115,503732,2024-10-15,Quality Issue,Refunded,5097.57
801116,501827,2025-07-28,Damaged,Refunded,2107.61
801117,508539,2026-01-11,Changed Mind,Refunded,4179.3
801118,516244,2024-01-28,Damaged,Refunded,1795.0
801119,500750,2024-11-09,Quality Issue,Refunded,5861.63
801120,505433,2024-03-01,Changed Mind,Refunded,1714.32
801121,509482,2025-01-29,Quality Issue,Refunded,37185.65
801122,517815,2025-07-28,Damaged,Refunded,7626.44
801123,502569,2024-04-28,Size Issue,Refunded,16223.24
801124,513582,2024-04-14,Changed Mind,Processing,42293.38
801125,504749,2025-05-17,Size Issue,Refunded,3560.09
801126,508551,2025-09-28,Wrong Item,Refunded,635.26
801127,515822,2024-10-30,Quality Issue,Refunded,47963.94
801128,512338,2025-03-21,Changed Mind,Refunded,60119.38
801129,507564,2024-10-06,Quality Issue,Refunded,80416.83
801130,514341,2024-05-09,Size Issue,Refunded,7569.08
801131,515647,2025-09-06,Changed Mind,Refunded,71921.83
801132,503846,2025-05-21,Size Issue,Refunded,7534.43
801133,506185,2025-12-02,Size Issue,Refunded,20349.75
801134,514968,2024-03-09,Size Issue,Refunded,62650.39
801135,502065,2025-12-24,Quality Issue,Refunded,23476.46
801136,517105,2025-10-09,Quality Issue,Refunded,7074.04
801137,506810,2024-05-04,Damaged,Refunded,2415.51
801138,512988,2025-02-11,Wrong Item,Refunded,10716.62
801139,501957,2025-03-17,Changed Mind,Refunded,5187.5
801140,509085,2026-01-05,Size Issue,Refunded,1052.52
801141,515452,2025-03-21,Changed Mind,Refunded,14362.22
801142,507984,2025-04-02,Damaged,Refunded,13972.69
801143,508877,2024-07-13,Wrong Item,Refunded,873.69
801144,504952,2025-05-01,Quality Issue,Refunded,50333.14
801145,515010,2025-06-02,Changed Mind,Refunded,118730.37
801146,506710,2024-12-17,Wrong Item,Refunded,974.12
801147,507928,2025-08-08,Quality Issue,Refunded,39617.08
801148,506650,2025-08-06,Quality Issue,Refunded,16807.57
801149,501840,2025-01-23,Size Issue,Refunded,50509.9
801150,513388,2024-01-21,Quality Issue,Refunded,9955.45
801151,510274,2025-06-01,Damaged,Refunded,7123.14
801152,504914,2025-05-20,Size Issue,Refunded,14455.39
801153,504867,2025-12-09,Wrong Item,Refunded,39104.28
801154,517803,2025-05-18,Size Issue,Refunded,9685.84
801155,511203,2025-09-09,Size Issue,Refunded,9215.78
801156,507030,2025-08-12,Size Issue,Processing,9151.56
801157,507520,2025-10-25,Quality Issue,Refunded,1593.97
801158,500108,2025-01-25,Quality Issue,Refunded,8681.26
801159,514882,2024-12-24,Quality Issue,Refunded,6470.02
801160,512276,2025-05-04,Size Issue,Refunded,14123.44
801161,504826,2024-12-21,Wrong Item,Refunded,1871.2
801162,514449,2024-05-26,Damaged,Refunded,24613.32
801163,513058,2025-04-14,Damaged,Refunded,2252.68
801164,504443,2024-02-07,Size Issue,Refunded,1250.53
801165,506086,2024-01-12,Size Issue,Refunded,661.43
801166,507891,2024-02-25,Changed Mind,Refunded,2340.17
801167,501430,2024-12-28,Wrong Item,Refunded,1299.09
801168,501693,2025-02-10,Quality Issue,Refunded,2277.96
801169,503114,2024-05-01,Quality Issue,Refunded,875.47
801170,506446,2025-11-15,Quality Issue,Refunded,1301.72
801171,509105,2025-09-08,Changed Mind,Refunded,10389.16
801172,507038,2026-01-01,Quality Issue,Refunded,5390.42
801173,509237,2025-05-10,Changed Mind,Refunded,1516.64
801174,502664,2024-11-08,Quality Issue,Refunded,71683.92
801175,507459,2024-09-23,Size Issue,Refunded,64002.05
801176,501054,2024-04-22,Damaged,Refunded,425.2
801177,510752,2025-10-15,Size Issue,Refunded,31597.91
801178,513065,2025-04-23,Quality Issue,Refunded,3274.03
801179,511524,2024-09-11,Quality Issue,Refunded,1846.95
801180,508423,2025-05-23,Size Issue,Refunded,14634.09
801181,505823,2024-08-18,Quality Issue,Refunded,11169.33
801182,508024,2026-01-06,Size Issue,Refunded,37694.26
801183,512650,2024-06-30,Damaged,Processing,8850.32
801184,510542,2025-03-24,Size Issue,Refunded,1404.34
801185,500638,2025-08-29,Quality Issue,Refunded,36116.15
801186,515951,2025-05-09,Quality Issue,Refunded,902.26
801187,514637,2025-10-08,Size Issue,Refunded,2764.88
801188,514762,2024-05-06,Size Issue,Refunded,628.36
801189,516338,2025-06-26,Changed Mind,Refunded,9423.58
801190,510386,2026-01-03,Quality Issue,Refunded,8505.2
801191,505283,2025-02-24,Changed Mind,Refunded,2553.66
801192,507433,2026-01-22,Size Issue,Refunded,1405.6
801193,507924,2025-09-20,Changed Mind,Refunded,104990.49
801194,510859,2024-06-07,Changed Mind,Refunded,54866.8
801195,503476,2025-04-23,Quality Issue,Refunded,2674.77
801196,507632,2024-12-18,Quality Issue,Refunded,9139.42
801197,510886,2025-02-28,Changed Mind,Refunded,1364.98
801198,508075,2025-04-05,Damaged,Refunded,11537.78
801199,512032,2024-10-01,Quality Issue,Refunded,32235.29
801200,516794,2024-05-11,Damaged,Refunded,655.41
801201,511073,2025-02-28,Damaged,Refunded,15191.23
801202,511503,2024-09-02,Damaged,Refunded,2708.48
801203,512570,2025-04-12,Quality Issue,Refunded,1310.55
801204,513561,2025-03-27,Quality Issue,Refunded,19557.69
801205,502383,2025-11-15,Damaged,Refunded,85233.26
801206,511529,2024-07-03,Damaged,Refunded,1467.04
801207,517343,2025-01-28,Wrong Item,Refunded,1656.03
801208,505401,2025-10-15,Size Issue,Refunded,26461.11
801209,517405,2024-04-15,Damaged,Refunded,1403.35
801210,500881,2025-12-26,Quality Issue,Refunded,29268.22
801211,501455,2025-02-15,Size Issue,Refunded,13157.42
801212,501559,2025-03-08,Quality Issue,Refunded,1532.19
801213,515540,2024-06-11,Quality Issue,Refunded,14801.55
801214,516004,2024-05-03,Quality Issue,Refunded,4903.28
801215,504622,2026-01-21,Wrong Item,Refunded,3330.56
801216,510689,2024-08-20,Size Issue,Refunded,6966.76
801217,512565,2024-08-13,Damaged,Refunded,9078.32
801218,501320,2025-02-08,Quality Issue,Refunded,230.32
801219,517844,2024-03-05,Size Issue,Refunded,2384.62
801220,513759,2024-10-01,Size Issue,Processing,1259.45
801221,516135,2024-08-23,Size Issue,Refunded,6233.78
801222,512639,2024-11-02,Damaged,Refunded,5711.45
801223,514768,2025-08-19,Size Issue,Refunded,77874.85
801224,515850,2025-06-05,Quality Issue,Refunded,2810.04
801225,511785,2025-06-01,Size Issue,Refunded,35451.99
801226,504431,2025-06-30,Quality Issue,Refunded,6217.39
801227,510540,2025-04-02,Size Issue,Refunded,88986.12
801228,508082,2024-03-29,Damaged,Refunded,1106.46
801229,517184,2024-11-30,Size Issue,Refunded,7123.14
801230,503512,2024-11-21,Size Issue,Refunded,789.05
801231,506458,2026-01-06,Changed Mind,Refunded,10097.52
801232,509351,2024-07-12,Wrong Item,Refunded,6939.67
801233,517741,2024-08-30,Damaged,Refunded,7186.95
801234,505789,2025-07-30,Size Issue,Processing,16614.42
801235,514077,2024-02-02,Damaged,Refunded,15998.71
801236,502533,2025-10-20,Changed Mind,Refunded,3553.28
801237,501067,2025-06-17,Damaged,Refunded,11755.06
801238,502821,2024-03-31,Wrong Item,Refunded,9275.53
801239,513195,2024-04-29,Quality Issue,Refunded,3807.59
801240,507585,2024-07-24,Size Issue,Refunded,22967.14
801241,514199,2025-06-26,Size Issue,Refunded,11065.86
801242,517415,2024-08-14,Changed Mind,Processing,721.48
801243,500608,2025-05-29,Size Issue,Refunded,5377.04
801244,509937,2024-08-13,Changed Mind,Refunded,803.87
801245,515425,2024-06-24,Quality Issue,Refunded,4933.59
801246,508138,2024-08-28,Changed Mind,Refunded,48993.4
801247,500743,2025-01-22,Wrong Item,Refunded,10554.79
801248,514650,2024-10-10,Size Issue,Refunded,32812.44
801249,505154,2025-08-02,Wrong Item,Refunded,17336.28
801250,500830,2024-10-15,Wrong Item,Refunded,547.39
801251,509183,2025-05-24,Wrong Item,Refunded,1209.94
801252,512093,2024-04-19,Changed Mind,Refunded,3301.65
801253,515255,2025-04-11,Changed Mind,Refunded,8693.68
801254,505179,2025-06-04,Changed Mind,Refunded,7320.01
801255,508028,2025-07-25,Size Issue,Refunded,5936.7
801256,513694,2025-04-16,Quality Issue,Refunded,453.91
801257,501590,2024-08-18,Damaged,Refunded,5633.57
801258,515667,2026-01-08,Size Issue,Refunded,2828.64
801259,504048,2024-06-23,Size Issue,Refunded,10447.7
801260,509883,2025-07-17,Changed Mind,Refunded,15893.26
801261,508195,2024-07-06,Size Issue,Processing,1259.45
801262,514177,2025-04-29,Changed Mind,Refunded,52880.52
801263,501028,2024-09-06,Changed Mind,Processing,3209.78
801264,515903,2024-11-08,Changed Mind,Refunded,955.69
801265,502996,2024-10-05,Changed Mind,Refunded,22827.84
801266,513919,2024-11-06,Quality Issue,Processing,4322.92
801267,504002,2024-12-31,Wrong Item,Refunded,2955.6
801268,500759,2025-02-28,Size Issue,Refunded,6941.91
801269,510744,2024-05-07,Size Issue,Processing,648.46
801270,511256,2025-09-14,Changed Mind,Refunded,3807.5
801271,507622,2024-10-05,Wrong Item,Refunded,62020.44
801272,515664,2025-05-07,Damaged,Processing,512.76
801273,503013,2024-08-04,Size Issue,Refunded,14612.32
801274,508358,2025-03-29,Size Issue,Processing,1404.45
801275,508555,2025-08-09,Quality Issue,Refunded,10270.01
801276,510778,2025-03-10,Damaged,Refunded,24770.36
801277,513120,2024-04-27,Quality Issue,Refunded,54757.34
801278,508490,2026-01-22,Quality Issue,Refunded,6070.42
801279,513507,2024-09-16,Wrong Item,Refunded,4424.19
801280,505083,2024-03-29,Damaged,Refunded,1174.21
801281,514468,2024-02-20,Size Issue,Refunded,39917.15
801282,502018,2025-12-09,Changed Mind,Refunded,2432.34
801283,516643,2024-08-26,Changed Mind,Refunded,4149.61
801284,506214,2025-11-14,Wrong Item,Refunded,10326.04
801285,501769,2025-12-31,Wrong Item,Processing,1104.93
801286,502025,2025-10-07,Size Issue,Refunded,19505.71
801287,510012,2025-06-19,Wrong Item,Refunded,1109.72
801288,507742,2025-03-16,Quality Issue,Refunded,6832.22
801289,509735,2025-08-16,Quality Issue,Refunded,13588.8
801290,516207,2025-05-31,Damaged,Refunded,8891.32
801291,501087,2024-08-07,Size Issue,Refunded,21966.5
801292,505886,2024-08-26,Size Issue,Refunded,4168.79
801293,500564,2025-10-30,Wrong Item,Refunded,1417.22
801294,507773,2025-04-07,Wrong Item,Processing,82948.65
801295,511308,2025-10-21,Size Issue,Refunded,23715.01
801296,513940,2024-05-14,Damaged,Refunded,104389.6
801297,507428,2024-02-12,Wrong Item,Refunded,843.46
801298,516865,2024-02-20,Quality Issue,Refunded,2414.16
801299,516669,2025-08-06,Damaged,Refunded,17089.33
801300,505360,2024-04-08,Size Issue,Processing,1440.81
801301,502757,2024-08-26,Changed Mind,Refunded,2370.13
801302,504566,2024-10-17,Size Issue,Refunded,598.4
801303,511616,2024-02-08,Quality Issue,Refunded,6049.26
801304,514984,2024-03-31,Quality Issue,Processing,43448.02
801305,510035,2024-08-03,Size Issue,Refunded,2302.04
801306,500282,2024-03-16,Size Issue,Refunded,4215.06
801307,513226,2025-09-03,Size Issue,Refunded,21290.17
801308,514682,2025-09-30,Quality Issue,Refunded,13507.72
801309,509685,2025-05-15,Size Issue,Refunded,2256.08
801310,503030,2024-11-12,Wrong Item,Refunded,3807.04
801311,515162,2025-12-29,Wrong Item,Processing,31858.31
801312,506623,2026-01-02,Wrong Item,Processing,135486.5
801313,500662,2024-06-18,Quality Issue,Refunded,23696.5
801314,502790,2024-02-15,Size Issue,Refunded,13137.39
801315,517812,2025-10-25,Damaged,Refunded,55720.68
801316,500306,2024-03-31,Size Issue,Refunded,2351.46
801317,515140,2025-02-16,Wrong Item,Refunded,2328.91
801318,511415,2024-10-17,Changed Mind,Refunded,8658.22
801319,510458,2024-08-13,Size Issue,Refunded,24902.23
801320,507831,2024-06-04,Wrong Item,Refunded,7241.26
801321,513214,2025-07-09,Damaged,Processing,114255.63
801322,509450,2025-11-10,Quality Issue,Refunded,20307.37
801323,503215,2025-06-19,Quality Issue,Refunded,29228.16
801324,501275,2025-04-06,Wrong Item,Refunded,13023.11
801325,515919,2025-05-28,Changed Mind,Refunded,12002.92
801326,502605,2024-06-26,Size Issue,Refunded,6844.91
801327,503558,2025-06-11,Size Issue,Refunded,45852.22
801328,513951,2024-07-26,Quality Issue,Refunded,749.6
801329,507384,2025-02-20,Size Issue,Refunded,1385.46
801330,507253,2025-05-31,Quality Issue,Refunded,406.71
801331,510119,2024-05-15,Quality Issue,Refunded,13339.0
801332,510459,2024-07-10,Damaged,Refunded,38837.67
801333,515992,2024-09-03,Damaged,Refunded,27365.27
801334,514435,2025-12-16,Size Issue,Refunded,14112.01
801335,505977,2025-03-04,Quality Issue,Processing,519.02
801336,505881,2025-01-15,Quality Issue,Refunded,7856.12
801337,511708,2024-11-20,Size Issue,Refunded,34379.4
801338,500632,2025-04-07,Damaged,Refunded,1533.84
801339,508471,2025-08-12,Damaged,Refunded,894.94
801340,501554,2024-03-22,Changed Mind,Refunded,797.87
801341,511362,2025-09-09,Wrong Item,Refunded,246796.74
801342,506047,2024-10-05,Size Issue,Refunded,7561.58
801343,505750,2025-11-23,Size Issue,Refunded,29075.35
801344,508669,2025-07-22,Size Issue,Refunded,4676.19
801345,501687,2025-01-20,Wrong Item,Refunded,4095.54
801346,508174,2024-09-29,Quality Issue,Refunded,8085.98
801347,513902,2024-04-05,Size Issue,Processing,9704.42
801348,516311,2024-04-05,Changed Mind,Refunded,10391.22
801349,515181,2025-06-20,Size Issue,Refunded,87788.42
801350,505482,2024-06-20,Changed Mind,Refunded,6999.44
801351,515994,2024-09-04,Changed Mind,Refunded,3669.07
801352,505734,2024-12-28,Size Issue,Refunded,51823.07
801353,511825,2025-07-12,Wrong Item,Refunded,67934.18
801354,514989,2025-04-08,Size Issue,Refunded,26648.39
801355,515041,2025-11-10,Quality Issue,Refunded,13600.08
801356,503026,2025-03-13,Size Issue,Refunded,63927.2
801357,513873,2024-06-26,Size Issue,Refunded,1533.84
801358,510990,2025-02-05,Size Issue,Refunded,9745.32
801359,506834,2025-03-19,Quality Issue,Refunded,2794.09
801360,517267,2025-06-11,Quality Issue,Refunded,2252.68
801361,516749,2024-03-13,Changed Mind,Refunded,3110.39
801362,500804,2025-08-01,Size Issue,Refunded,1284.49
801363,511342,2024-03-26,Wrong Item,Refunded,2538.42
801364,509448,2024-04-05,Wrong Item,Refunded,5632.32
801365,509192,2025-05-30,Changed Mind,Refunded,3362.3
801366,503143,2025-01-31,Wrong Item,Refunded,43419.28
801367,515774,2024-09-02,Damaged,Refunded,1115.5
801368,503795,2025-08-24,Damaged,Refunded,7556.99
801369,509691,2025-11-12,Size Issue,Refunded,31802.99
801370,503029,2025-08-10,Wrong Item,Refunded,48023.93
801371,506342,2025-12-28,Damaged,Processing,4774.77
801372,514633,2024-04-04,Quality Issue,Refunded,7306.8
801373,512028,2024-12-12,Changed Mind,Refunded,4215.18
801374,507645,2025-08-30,Changed Mind,Refunded,2011.16
801375,501004,2025-09-27,Size Issue,Refunded,851.65
801376,507360,2025-05-21,Size Issue,Refunded,8325.53
801377,515294,2024-09-07,Wrong Item,Refunded,2134.81
801378,517454,2025-09-23,Size Issue,Refunded,1581.78
801379,500028,2024-12-19,Wrong Item,Refunded,67216.58
801380,501223,2024-07-26,Wrong Item,Refunded,12771.8
801381,500801,2024-02-06,Changed Mind,Refunded,6575.58
801382,502910,2024-10-21,Quality Issue,Refunded,583.61
801383,504026,2024-07-20,Damaged,Refunded,944.81
801384,505623,2025-11-28,Wrong Item,Processing,58768.77
801385,508870,2025-01-22,Quality Issue,Refunded,6137.2
801386,507963,2024-07-25,Wrong Item,Refunded,13633.91
801387,517365,2024-07-14,Damaged,Refunded,3560.48
801388,516205,2025-12-17,Size Issue,Refunded,7110.89
801389,503218,2025-11-09,Quality Issue,Refunded,30853.85
801390,510682,2025-04-05,Size Issue,Refunded,17086.7
801391,507685,2025-06-20,Size Issue,Processing,3041.68
801392,507438,2024-11-11,Wrong Item,Refunded,4909.76
801393,516767,2025-10-28,Damaged,Refunded,123343.66
801394,506115,2024-06-01,Quality Issue,Refunded,12080.89
801395,504001,2025-09-11,Size Issue,Refunded,2353.17
801396,510212,2024-02-05,Wrong Item,Refunded,5022.54
801397,514559,2025-07-28,Size Issue,Refunded,1848.12
801398,513982,2025-10-19,Size Issue,Refunded,17194.28
801399,504548,2024-06-01,Size Issue,Refunded,34970.87
801400,507894,2025-04-19,Size Issue,Refunded,10930.22
801401,515343,2025-12-10,Wrong Item,Refunded,102313.5
801402,501384,2024-04-08,Size Issue,Refunded,1977.23
801403,503675,2026-01-26,Wrong Item,Refunded,3793.99
801404,515315,2025-10-05,Quality Issue,Refunded,1750.18
801405,509863,2024-04-26,Quality Issue,Processing,9337.28
801406,503086,2025-11-26,Changed Mind,Refunded,7320.04
801407,514217,2025-10-18,Damaged,Refunded,59543.24
801408,509410,2025-03-06,Quality Issue,Refunded,226724.02
801409,505729,2025-04-21,Quality Issue,Refunded,8820.49
801410,515595,2025-09-21,Quality Issue,Processing,1792.28
801411,510440,2025-03-10,Damaged,Refunded,529.34
801412,504449,2025-09-30,Size Issue,Refunded,1056.14
801413,513055,2024-06-04,Quality Issue,Refunded,42832.99
801414,502311,2024-07-05,Wrong Item,Refunded,28504.26
801415,500549,2024-06-22,Quality Issue,Refunded,1136.83
801416,507803,2025-08-02,Size Issue,Refunded,3260.68
801417,504907,2025-12-15,Damaged,Refunded,949.05
801418,503200,2025-06-20,Damaged,Refunded,7383.15
801419,507044,2024-09-16,Damaged,Refunded,16805.21
801420,511979,2024-02-03,Quality Issue,Refunded,3701.77
801421,502119,2024-09-03,Damaged,Refunded,5457.81
801422,507500,2024-11-25,Size Issue,Refunded,12350.75
801423,510701,2024-03-19,Wrong Item,Refunded,11612.58
801424,502971,2024-05-29,Size Issue,Refunded,39410.72
801425,517046,2024-07-17,Size Issue,Refunded,9519.31
801426,504330,2024-07-18,Quality Issue,Processing,27812.19
801427,507112,2025-07-11,Size Issue,Refunded,12616.87
801428,514869,2024-10-12,Quality Issue,Refunded,13715.58
801429,501265,2024-06-27,Quality Issue,Refunded,508.43
801430,508448,2024-05-11,Size Issue,Refunded,43420.43
801431,504959,2024-04-13,Size Issue,Processing,35727.41
801432,500186,2024-06-02,Damaged,Refunded,8569.59
